PersonID,FirstName,Surname,Gender,Age,HomeDistrictID,RingID,MOTags,OffenderType,FatherName
2412,Thimmaiah,Chavan,M,22,21,,cyber,oneoff,Vinay
2413,Puneeth,Bhat,M,19,10,,"market_area,narcotics",oneoff,Zameer
2414,Imran,Kattimani,M,29,16,,vehicle,oneoff,Anand
2415,Arun,Gowda,M,19,12,,narcotics,oneoff,Hanumantha
2416,Srinivas,Hegde,M,34,5,,"weapon,market_area",oneoff,Vinay
2417,Nandish,Belagavi,M,19,18,,"vehicle,cyber",oneoff,Devaraj
2418,Dinesh,Gowda,M,45,10,,cyber,oneoff,Suresh
2419,Nithin,Nayaka,M,30,4,,night_ops,oneoff,Tanveer
2420,Salman,Hegde,M,19,24,,"market_area,cyber",oneoff,Omkar
2421,Abdul,Chavan,M,51,27,,night_ops,oneoff,Krishna
2422,Manjunath,Kulkarni,M,20,28,,"vehicle,narcotics",oneoff,Srinivas
2423,Gopal,Naik,M,20,30,,"night_ops,vehicle",oneoff,Ravi
2424,Harish,Sharma,M,34,31,,night_ops,oneoff,Ramesh
2425,Darshan,Kumar,M,35,25,,night_ops,oneoff,Madhu
2426,Jagadish,Kumar,M,54,12,,interstate,oneoff,Santosh
2427,Omkar,Mudaliar,M,24,16,,"narcotics,interstate",oneoff,Rizwan
2428,Sunil,Khan,M,47,15,,vehicle,oneoff,Mohammed
2429,Kiran,Shetty,M,32,6,,vehicle,oneoff,Srinivas
2430,Pavan,Talawar,M,44,2,,market_area,oneoff,Praveen
2431,Vani,Talawar,F,55,3,,night_ops,oneoff,Vijay
2432,Puneeth,Rao,M,19,1,,"vehicle,weapon",oneoff,Puneeth
2433,Krishna,Mallya,M,51,20,,"market_area,cyber",oneoff,Rajesh
2434,Srinivas,Madiwalar,M,32,5,,"weapon,vehicle",oneoff,Dinesh
2435,Omkar,Naik,M,33,31,,"vehicle,narcotics",oneoff,Farhan
2436,Krishna,Hiremath,M,55,26,,narcotics,oneoff,Manjunath
2437,Abdul,Jadhav,M,37,5,,market_area,oneoff,Ranganath
2438,Raghavendra,Salian,M,40,18,,"interstate,narcotics",oneoff,Thimmaiah
2439,Kiran,Kulkarni,M,47,13,,"vehicle,night_ops",oneoff,Yogesh
2440,Uday,Iyer,M,39,5,,"night_ops,narcotics",oneoff,Arun
2441,Ganesh,Murthy,M,45,22,,night_ops,oneoff,Abdul
2442,Karthik,Naik,M,34,22,,vehicle,oneoff,Suresh
2443,Varun,Bandi,M,22,10,,"interstate,narcotics",oneoff,Ravi
2444,Hemalatha,Hiremath,F,21,4,,"market_area,interstate",oneoff,Puneeth
2445,Ganesh,Uppar,M,21,1,,"cyber,market_area",oneoff,Rizwan
2446,Venkatesh,Gowda,M,33,28,,"night_ops,narcotics",oneoff,Girish
2447,Prakash,Kulkarni,M,44,15,2.0,"interstate,night_ops,vehicle",ring,Rajesh
2448,Reshma,Kamath,F,50,4,,night_ops,oneoff,Praveen
2449,Pavan,Naik,M,38,16,,"narcotics,night_ops",oneoff,Arun
2450,Karthik,Naik,M,40,5,,interstate,oneoff,Rizwan
2451,Zameer,Pawar,M,19,23,,"weapon,narcotics",oneoff,Puneeth
2452,Mohammed,Acharya,M,51,22,,narcotics,oneoff,Yashwanth
2453,Lalitha,Wali,F,49,24,,weapon,oneoff,Rajesh
2454,Nandish,Talawar,M,20,28,,vehicle,oneoff,Nagaraj
2455,Tejaswini,Devadiga,F,55,30,,"vehicle,weapon",oneoff,Prakash
2456,Prakash,Bandi,M,45,22,,cyber,oneoff,Praveen
2457,Chandru,Gaonkar,M,44,15,,"market_area,vehicle",oneoff,Karthik
2458,Tanveer,Kulkarni,M,30,16,,"market_area,night_ops",oneoff,Manjunath
2459,Geetha,Suvarna,F,44,21,,"vehicle,market_area",oneoff,Uday
2460,Sunil,Gaonkar,M,54,20,,"cyber,night_ops",oneoff,Dinesh
2461,Ravi,Desai,M,38,26,,cyber,oneoff,Nagaraj
2462,Lokesh,Belagavi,M,32,5,,"interstate,cyber",oneoff,Chetan
2463,Dhanya,Mallya,F,22,8,,cyber,oneoff,Ravi
2464,Mamatha,Khan,F,19,18,,interstate,oneoff,Suresh
2465,Naveen,Pawar,M,28,9,,cyber,oneoff,Abdul
2466,Krishna,Devadiga,M,27,28,,"night_ops,interstate",oneoff,Prakash
2467,Yashwanth,Kodagu,M,46,17,,interstate,oneoff,Rajesh
2468,Girish,Naik,M,54,8,,"night_ops,narcotics",oneoff,Salman
2469,Ganesh,Hadimani,M,22,13,,narcotics,oneoff,Omkar
2470,Pavan,Hiremath,M,27,24,,narcotics,oneoff,Madhu
2471,Tanveer,Rao,M,21,7,,night_ops,oneoff,Omkar
2472,Darshan,Hiremath,M,20,21,,"interstate,night_ops",oneoff,Chetan
2473,Harish,Uppar,M,21,16,,narcotics,oneoff,Arun
2474,Ravi,Murthy,M,44,24,,"market_area,weapon",oneoff,Prakash
2475,Meena,Talawar,F,19,30,,interstate,oneoff,Omkar
2476,Chaitra,Uppar,F,21,24,,"interstate,market_area",oneoff,Ravi
2477,Hanumantha,Mallya,M,48,7,,"interstate,narcotics",oneoff,Chandru
2478,Santosh,Sharma,M,45,18,,"market_area,weapon",oneoff,Kiran
2479,Nagaraj,Pawar,M,46,1,,"interstate,night_ops",oneoff,Venkatesh
2480,Hanumantha,Kodagu,M,25,11,,narcotics,oneoff,Srinivas
2481,Sharath,Mallya,M,30,11,,night_ops,oneoff,Yogesh
2482,Thimmaiah,Desai,M,29,5,,"night_ops,market_area",oneoff,Yogesh
2483,Anil,Salian,M,21,22,,"vehicle,weapon",oneoff,Nandish
2484,Farhan,Iyer,M,34,20,,night_ops,oneoff,Harish
2485,Balaji,Belagavi,M,52,15,,weapon,oneoff,Chandru
2486,Vinay,Bandi,M,18,2,,weapon,oneoff,Basavaraj
2487,Ranganath,Shetty,M,44,28,,"narcotics,vehicle",oneoff,Lokesh
2488,Anand,Hadimani,M,44,17,,cyber,oneoff,Vijay
2489,Vani,Gowda,F,39,28,,weapon,oneoff,Yogesh
2490,Vijay,Hegde,M,41,12,,night_ops,oneoff,Salman
2491,Lokesh,Iyer,M,20,7,,interstate,oneoff,Madhu
2492,Anand,Nayaka,M,19,12,,"narcotics,cyber",oneoff,Chandru
2493,Lohith,Khan,M,33,21,,night_ops,oneoff,Gopal
2494,Srinivas,Badiger,M,21,10,,"cyber,market_area",oneoff,Lohith
2495,Venkatesh,Pawar,M,37,19,,weapon,oneoff,Kiran
2496,Basavaraj,Reddy,M,23,12,,night_ops,oneoff,Chetan
2497,Sharath,Madiwalar,M,55,2,,night_ops,oneoff,Pavan
2498,Arun,Wali,M,45,18,,vehicle,oneoff,Balaji
2499,Nandini,Pujari,F,52,19,,market_area,oneoff,Ramesh
2500,Suresh,Rai,M,32,16,,"interstate,vehicle",oneoff,Nithin
2501,Imran,Bandi,M,22,31,,market_area,oneoff,Umesh
2502,Tanveer,Naik,M,53,10,,night_ops,oneoff,Yogesh
2503,Kiran,Madiwalar,M,47,8,,"night_ops,weapon",oneoff,Arun
2504,Varun,Sharma,M,28,6,,interstate,oneoff,Santosh
2505,Harish,Rao,M,53,24,,weapon,oneoff,Ravi
2506,Vijay,Naik,M,43,2,,"interstate,weapon",oneoff,Rizwan
2507,Nithin,Desai,M,31,16,,night_ops,oneoff,Manjunath
2508,Girish,Jadhav,M,34,1,,"market_area,cyber",oneoff,Farhan
2509,Srinivas,Kumar,M,54,15,,market_area,oneoff,Pavan
2510,Deepa,Gowda,F,43,17,,"interstate,night_ops",oneoff,Farhan
2511,Sunil,Kattimani,M,25,9,,"market_area,weapon",oneoff,Naveen
2512,Kavya,Lamani,F,31,17,,"weapon,market_area",repeat,Salman
2513,Raghavendra,Bhat,M,37,5,,"market_area,interstate",oneoff,Krishna
2514,Srinivas,Nayaka,M,50,11,,weapon,oneoff,Ramesh
2515,Raghavendra,Uppar,M,19,9,,vehicle,oneoff,Omkar
2516,Vijay,Bandi,M,49,15,,"night_ops,market_area",oneoff,Gopal
2517,Devaraj,Mudaliar,M,30,17,,vehicle,oneoff,Sunil
2518,Dhanya,Kattimani,F,52,30,,"cyber,vehicle",oneoff,Girish
2519,Sharath,Belagavi,M,32,22,,"weapon,market_area",oneoff,Vijay
2520,Nithin,Mudaliar,M,53,17,,"cyber,interstate",oneoff,Umesh
2521,Varun,Suvarna,M,38,31,,cyber,oneoff,Sunil
2522,Mohammed,Badiger,M,24,6,,cyber,oneoff,Anil
2523,Madhu,Gowda,M,51,11,,night_ops,oneoff,Darshan
2524,Nithin,Patil,M,52,5,,"narcotics,market_area",oneoff,Abdul
2525,Prakash,Acharya,M,35,3,,narcotics,oneoff,Kiran
2526,Vijay,Kumar,M,18,6,,"narcotics,market_area",oneoff,Ravi
2527,Divya,Pawar,F,48,16,,vehicle,oneoff,Yogesh
2528,Arun,Mudaliar,M,18,11,,interstate,oneoff,Puneeth
2529,Ranganath,Talawar,M,51,8,,"cyber,night_ops",oneoff,Lohith
2530,Darshan,Pawar,M,32,20,,"weapon,narcotics",oneoff,Ravi
2531,Omkar,Sharma,M,48,23,,"cyber,narcotics",oneoff,Anil
2532,Naveen,Uppar,M,36,20,,"weapon,vehicle",oneoff,Balaji
2533,Suresh,Chavan,M,47,13,,"interstate,vehicle",oneoff,Eshwar
2534,Nagaraj,Doddamani,M,37,18,,"weapon,interstate",oneoff,Pavan
2535,Lalitha,Lamani,F,40,27,,"interstate,cyber",oneoff,Rajesh
2536,Prakash,Acharya,M,47,17,,"night_ops,interstate",oneoff,Lohith
2537,Indira,Shanbhag,F,49,31,,"market_area,interstate",oneoff,Tanveer
2538,Eshwar,Iyer,M,49,4,,cyber,oneoff,Zameer
2539,Lakshmi,Mudaliar,F,29,5,,weapon,oneoff,Yashwanth
2540,Padma,Bandi,F,19,3,,"vehicle,market_area",oneoff,Sharath
2541,Ranganath,Acharya,M,46,8,,"vehicle,weapon",oneoff,Nithin
2542,Dhanya,Iyer,F,35,6,,"narcotics,interstate",oneoff,Zameer
2543,Lohith,Reddy,M,20,24,,"cyber,vehicle",oneoff,Ganesh
2544,Salman,Bhat,M,27,15,,"night_ops,cyber",oneoff,Devaraj
2545,Tejaswini,Gaonkar,F,54,9,,cyber,oneoff,Ravi
2546,Dinesh,Kodagu,M,21,30,,vehicle,oneoff,Arun
2547,Chandru,Kamath,M,28,8,,night_ops,oneoff,Shivakumar
2548,Shwetha,Gaonkar,F,54,21,,"interstate,weapon",oneoff,Lohith
2549,Srinivas,Pawar,M,19,25,,cyber,oneoff,Gopal
2550,Rizwan,Khan,M,55,22,,"interstate,cyber",oneoff,Anil
2551,Basavaraj,Bandi,M,38,3,,weapon,oneoff,Prakash
2552,Umesh,Wali,M,28,12,,vehicle,oneoff,Omkar
2553,Uday,Bhat,M,46,8,,"vehicle,interstate",oneoff,Vinay
2554,Basavaraj,Kodagu,M,53,22,,cyber,oneoff,Sandeep
2555,Sabiha,Shetty,F,18,12,,"interstate,market_area",oneoff,Ravi
2556,Vijay,Rai,M,38,27,,"night_ops,narcotics",oneoff,Ganesh
2557,Sunil,Madiwalar,M,22,7,,interstate,oneoff,Pavan
2558,Lohith,Kumar,M,46,6,,"night_ops,narcotics",oneoff,Balaji
2559,Karthik,Shanbhag,M,33,15,,interstate,oneoff,Pavan
2560,Chetan,Kumar,M,25,21,,"vehicle,night_ops",oneoff,Umesh
2561,Prakash,Kodagu,M,51,12,,market_area,oneoff,Ramesh
2562,Dhanya,Sharma,F,48,27,,"weapon,cyber",repeat,Vijay
2563,Mohammed,Lamani,M,42,4,,market_area,oneoff,Yogesh
2564,Tanveer,Salian,M,39,7,,"narcotics,night_ops",oneoff,Nandish
2565,Krishna,Rao,M,40,29,,"interstate,cyber",oneoff,Yogesh
2566,Hanumantha,Kodagu,M,52,20,,cyber,oneoff,Ravi
2567,Salman,Iyer,M,33,9,,interstate,oneoff,Pavan
2568,Shivakumar,Suvarna,M,47,20,,"cyber,night_ops",oneoff,Omkar
2569,Santosh,Madiwalar,M,41,17,,market_area,oneoff,Santosh
2570,Krishna,Kulkarni,M,34,3,,vehicle,oneoff,Umesh
2571,Vinay,Hiremath,M,54,13,,market_area,oneoff,Basavaraj
2572,Umesh,Hiremath,M,29,28,,"narcotics,weapon",oneoff,Rizwan
2573,Salman,Uppar,M,50,10,,"narcotics,market_area",oneoff,Mohammed
2574,Sharath,Nayaka,M,38,12,,cyber,oneoff,Kiran
2575,Abdul,Rai,M,48,22,,"market_area,interstate",oneoff,Girish
2576,Yashwanth,Shetty,M,55,5,,"market_area,narcotics",oneoff,Suresh
2577,Rizwan,Devadiga,M,52,21,,"market_area,night_ops",oneoff,Mohammed
2578,Tanveer,Jadhav,M,29,23,,interstate,oneoff,Waseem
2579,Sunil,Uppar,M,39,7,,vehicle,oneoff,Devaraj
2580,Suresh,Kattimani,M,42,20,,vehicle,oneoff,Jagadish
2581,Ramesh,Rao,M,40,8,,narcotics,oneoff,Chetan
2582,Nagaraj,Gowda,M,19,22,,weapon,oneoff,Omkar
2583,Sushma,Uppar,F,19,16,,"cyber,night_ops",oneoff,Madhu
2584,Harish,Shetty,M,25,3,,"market_area,narcotics",oneoff,Praveen
2585,Harini,Badiger,F,31,10,,night_ops,oneoff,Puneeth
2586,Devaraj,Acharya,M,20,9,,"weapon,cyber",oneoff,Yashwanth
2587,Rizwan,Kumar,M,40,14,,vehicle,oneoff,Omkar
2588,Karthik,Devadiga,M,27,11,,market_area,oneoff,Gopal
2589,Vidya,Desai,F,46,27,,vehicle,oneoff,Venkatesh
2590,Kavya,Badiger,F,23,15,,"interstate,narcotics",oneoff,Rajesh
2591,Harish,Kulkarni,M,44,30,,"narcotics,vehicle",oneoff,Vijay
2592,Farhan,Patil,M,50,16,,"market_area,cyber",oneoff,Basavaraj
2593,Deepa,Belagavi,F,25,18,,"interstate,vehicle",oneoff,Manjunath
2594,Chandru,Mallya,M,36,30,,"market_area,interstate",oneoff,Tanveer
2595,Nagaraj,Talawar,M,24,12,,interstate,oneoff,Nandish
2596,Varun,Talawar,M,52,12,,cyber,oneoff,Omkar
2597,Balaji,Pawar,M,49,3,,cyber,oneoff,Sunil
2598,Madhu,Nayaka,M,49,31,,interstate,oneoff,Vinay
2599,Madhu,Hadimani,M,30,16,,interstate,oneoff,Gopal
2600,Meena,Doddamani,F,54,19,,"cyber,interstate",oneoff,Ranganath
2601,Dinesh,Devadiga,M,37,28,,narcotics,oneoff,Naveen
2602,Jagadish,Acharya,M,35,3,,"cyber,weapon",oneoff,Girish
2603,Mohammed,Chavan,M,25,15,,"narcotics,cyber",oneoff,Krishna
2604,Abdul,Wali,M,38,26,,"vehicle,night_ops",oneoff,Yashwanth
2605,Tejaswini,Chavan,F,33,14,,"night_ops,weapon",oneoff,Sharath
2606,Lohith,Hiremath,M,29,8,,narcotics,oneoff,Ravi
2607,Hemalatha,Sharma,F,24,1,,interstate,oneoff,Suresh
2608,Srinivas,Kodagu,M,25,15,,"vehicle,night_ops",oneoff,Anand
2609,Umesh,Devadiga,M,43,26,,interstate,oneoff,Suresh
2610,Santosh,Talawar,M,36,16,,cyber,oneoff,Vinay
2611,Varun,Madiwalar,M,48,28,,market_area,oneoff,Jagadish
2612,Omkar,Pujari,M,42,21,,"market_area,vehicle",oneoff,Vijay
2613,Anil,Hadimani,M,48,27,,market_area,oneoff,Yogesh
2614,Santosh,Wali,M,43,15,,"market_area,night_ops",oneoff,Omkar
2615,Devaraj,Shanbhag,M,29,28,,"night_ops,weapon",oneoff,Venkatesh
2616,Nandini,Madiwalar,F,26,3,,"narcotics,night_ops",oneoff,Arun
2617,Devaraj,Iyer,M,43,3,,"narcotics,weapon",oneoff,Venkatesh
2618,Triveni,Chavan,F,23,12,,cyber,repeat,Hanumantha
2619,Praveen,Jadhav,M,19,2,,"interstate,vehicle",oneoff,Nagaraj
2620,Mahesh,Kulkarni,M,21,11,,market_area,oneoff,Madhu
2621,Tanveer,Devadiga,M,48,30,,narcotics,oneoff,Zameer
2622,Devaraj,Kulkarni,M,38,27,,market_area,oneoff,Suresh
2623,Varun,Bhat,M,43,18,,vehicle,oneoff,Vinay
2624,Anand,Uppar,M,37,7,,vehicle,oneoff,Madhu
2625,Omkar,Salian,M,46,21,,vehicle,oneoff,Yogesh
2626,Eshwar,Uppar,M,51,26,,"vehicle,market_area",oneoff,Balaji
2627,Nandish,Suvarna,M,25,31,,market_area,oneoff,Darshan
2628,Zameer,Badiger,M,35,2,,"market_area,night_ops",oneoff,Vinay
2629,Basavaraj,Kamath,M,42,27,,cyber,oneoff,Varun
2630,Tanveer,Hiremath,M,38,13,,"night_ops,vehicle",oneoff,Kiran
2631,Chandru,Suvarna,M,18,24,,"narcotics,cyber",oneoff,Krishna
2632,Dinesh,Angadi,M,21,3,,"vehicle,market_area",oneoff,Varun
2633,Nagaraj,Rai,M,23,20,,"market_area,vehicle",oneoff,Anil
2634,Triveni,Gowda,F,52,24,,cyber,oneoff,Lokesh
2635,Ranganath,Kattimani,M,29,28,,"cyber,vehicle",oneoff,Rizwan
2636,Naveen,Suvarna,M,19,26,,night_ops,oneoff,Uday
2637,Puneeth,Pujari,M,43,3,,cyber,oneoff,Raghavendra
2638,Madhu,Angadi,M,18,7,,"narcotics,night_ops",oneoff,Naveen
2639,Omkar,Shanbhag,M,46,17,,weapon,oneoff,Tanveer
2640,Vinay,Bandi,M,47,3,,interstate,oneoff,Krishna
2641,Eshwar,Murthy,M,29,26,,weapon,oneoff,Shivakumar
2642,Nagaraj,Wali,M,21,27,,weapon,oneoff,Salman
2643,Umesh,Gowda,M,46,19,,"cyber,market_area",oneoff,Madhu
2644,Santosh,Acharya,M,36,26,,interstate,oneoff,Ganesh
2645,Nagaraj,Patil,M,19,19,,vehicle,oneoff,Gopal
2646,Darshan,Patil,M,40,25,,"vehicle,weapon",oneoff,Lokesh
2647,Nandish,Gowda,M,29,17,,vehicle,oneoff,Pavan
2648,Salman,Bhat,M,41,16,,"vehicle,market_area",oneoff,Abdul
2649,Waseem,Gowda,M,52,14,,"market_area,night_ops",oneoff,Pavan
2650,Sunil,Shanbhag,M,37,31,,"interstate,night_ops",oneoff,Pavan
2651,Santosh,Pawar,M,44,2,,narcotics,oneoff,Shivakumar
2652,Lohith,Shanbhag,M,26,30,,vehicle,oneoff,Rizwan
2653,Yashwanth,Iyer,M,54,19,,"interstate,market_area",oneoff,Yashwanth
2654,Umesh,Pujari,M,48,29,,market_area,oneoff,Salman
2655,Vidya,Mudaliar,F,47,26,,interstate,oneoff,Prakash
2656,Ramesh,Hegde,M,53,13,,"narcotics,vehicle",oneoff,Chetan
2657,Harish,Desai,M,25,27,,"vehicle,market_area",oneoff,Pavan
2658,Mohammed,Murthy,M,42,23,,"market_area,interstate",oneoff,Kiran
2659,Chetan,Kumar,M,23,13,,vehicle,oneoff,Yogesh
2660,Nagaraj,Salian,M,52,7,,vehicle,oneoff,Prakash
2661,Rizwan,Mudaliar,M,53,21,,market_area,oneoff,Omkar
2662,Vijay,Mudaliar,M,25,15,,"night_ops,vehicle",oneoff,Gopal
2663,Yashoda,Acharya,F,33,30,,weapon,oneoff,Ramesh
2664,Rizwan,Sharma,M,46,8,,"interstate,market_area",oneoff,Puneeth
2665,Praveen,Badiger,M,47,17,,weapon,oneoff,Santosh
2666,Lohith,Hiremath,M,40,2,,"market_area,night_ops",repeat,Ravi
2667,Abdul,Kamath,M,50,29,,weapon,oneoff,Salman
2668,Kavya,Suvarna,F,53,30,,"interstate,vehicle",oneoff,Sunil
2669,Basavaraj,Salian,M,27,26,,night_ops,oneoff,Nithin
2670,Nagaraj,Khan,M,49,28,,"vehicle,interstate",oneoff,Darshan
2671,Bharathi,Talawar,F,54,14,,"weapon,cyber",oneoff,Devaraj
2672,Jyothi,Kumar,F,21,31,,"cyber,interstate",oneoff,Yogesh
2673,Ganesh,Nayaka,M,25,28,,"cyber,vehicle",oneoff,Venkatesh
2674,Nagaraj,Kumar,M,50,10,,night_ops,oneoff,Shivakumar
2675,Raghavendra,Badiger,M,39,7,,interstate,oneoff,Mohammed
2676,Arun,Bhat,M,43,21,,"night_ops,vehicle",oneoff,Devaraj
2677,Kalpana,Reddy,F,47,29,,cyber,oneoff,Madhu
2678,Thimmaiah,Jadhav,M,20,12,,"market_area,narcotics",oneoff,Nithin
2679,Sunil,Kamath,M,52,15,,"narcotics,vehicle",oneoff,Nagaraj
2680,Abdul,Hegde,M,36,11,,weapon,oneoff,Srinivas
2681,Lalitha,Uppar,F,38,4,,"vehicle,weapon",oneoff,Arun
2682,Sunitha,Naik,F,48,29,,night_ops,oneoff,Girish
2683,Suresh,Badiger,M,52,2,,"night_ops,vehicle",oneoff,Abdul
2684,Eshwar,Doddamani,M,47,17,,"night_ops,narcotics",oneoff,Devaraj
2685,Anil,Angadi,M,34,1,,"cyber,narcotics",oneoff,Salman
2686,Vinay,Iyer,M,19,27,,interstate,oneoff,Sunil
2687,Hanumantha,Mudaliar,M,44,23,,"night_ops,market_area",oneoff,Chetan
2688,Anand,Shetty,M,34,11,,interstate,oneoff,Ganesh
2689,Varun,Angadi,M,50,7,,vehicle,oneoff,Imran
2690,Imran,Patil,M,35,7,,cyber,oneoff,Uday
2691,Balaji,Sharma,M,46,3,,"night_ops,interstate",oneoff,Imran
2692,Triveni,Hegde,F,44,8,,market_area,oneoff,Yashwanth
2693,Lohith,Madiwalar,M,23,20,,market_area,oneoff,Manjunath
2694,Sunil,Suvarna,M,53,8,,"narcotics,interstate",oneoff,Darshan
2695,Chetan,Nayaka,M,41,23,,"vehicle,interstate",oneoff,Balaji
2696,Harish,Desai,M,31,11,,"vehicle,night_ops",oneoff,Raghavendra
2697,Ranganath,Gowda,M,51,20,,"cyber,weapon",oneoff,Rizwan
2698,Chandru,Nayaka,M,54,8,,market_area,oneoff,Rajesh
2699,Farhan,Bhat,M,43,2,,weapon,oneoff,Anil
2700,Anand,Sharma,M,28,15,,"weapon,narcotics",oneoff,Balaji
2701,Nithin,Suvarna,M,23,29,,"interstate,market_area",oneoff,Venkatesh
2702,Yashwanth,Hegde,M,24,8,,"market_area,interstate",oneoff,Waseem
2703,Omkar,Khan,M,40,1,,"vehicle,narcotics",oneoff,Prakash
2704,Sunil,Talawar,M,29,23,,night_ops,oneoff,Raghavendra
2705,Gopal,Khan,M,20,23,,night_ops,oneoff,Eshwar
2706,Puneeth,Talawar,M,43,5,,interstate,oneoff,Mahesh
2707,Tanveer,Wali,M,24,7,,interstate,oneoff,Vinay
2708,Chandru,Rai,M,46,21,,"cyber,night_ops",oneoff,Raghavendra
2709,Praveen,Mallya,M,52,2,,"interstate,night_ops",oneoff,Dinesh
2710,Lalitha,Kulkarni,F,41,1,,"weapon,cyber",oneoff,Suresh
2711,Karthik,Khan,M,42,6,,interstate,oneoff,Devaraj
2712,Basavaraj,Jadhav,M,32,19,,night_ops,oneoff,Chandru
2713,Pavan,Bandi,M,36,22,,narcotics,oneoff,Waseem
2714,Abdul,Jadhav,M,44,16,,weapon,repeat,Harish
2715,Puneeth,Pawar,M,30,16,,"narcotics,market_area",oneoff,Manjunath
2716,Lohith,Pujari,M,24,18,,"night_ops,narcotics",oneoff,Anil
2717,Umesh,Kulkarni,M,47,2,,market_area,oneoff,Pavan
2718,Girish,Nayaka,M,23,16,,"cyber,night_ops",repeat,Ravi
2719,Rajesh,Reddy,M,41,5,,vehicle,oneoff,Hanumantha
2720,Gopal,Chavan,M,20,31,,weapon,oneoff,Naveen
2721,Balaji,Devadiga,M,39,22,,weapon,oneoff,Yogesh
2722,Ruksana,Wali,F,22,7,,interstate,oneoff,Ranganath
2723,Yogesh,Murthy,M,49,28,,"narcotics,interstate",oneoff,Omkar
2724,Lokesh,Madiwalar,M,18,2,,cyber,oneoff,Girish
2725,Balaji,Kodagu,M,30,25,,narcotics,oneoff,Madhu
2726,Nagaraj,Doddamani,M,23,17,,narcotics,oneoff,Harish
2727,Vijay,Kulkarni,M,26,5,,cyber,oneoff,Sunil
2728,Naveen,Murthy,M,33,29,,"market_area,vehicle",oneoff,Yogesh
2729,Farhan,Salian,M,28,18,,weapon,oneoff,Nithin
2730,Shivakumar,Mallya,M,19,18,,interstate,oneoff,Girish
2731,Darshan,Madiwalar,M,28,23,,market_area,oneoff,Darshan
2732,Chandru,Hadimani,M,55,8,,vehicle,oneoff,Shivakumar
2733,Gopal,Reddy,M,49,14,,"narcotics,weapon",oneoff,Sharath
2734,Harish,Nayaka,M,22,23,,"market_area,vehicle",oneoff,Suresh
2735,Praveen,Desai,M,36,1,,cyber,oneoff,Yashwanth
2736,Madhu,Shanbhag,M,31,16,,"weapon,interstate",oneoff,Suresh
2737,Latha,Pujari,F,32,7,,"vehicle,narcotics",oneoff,Hanumantha
2738,Madhu,Mallya,M,28,27,,"cyber,narcotics",oneoff,Ramesh
2739,Rizwan,Talawar,M,23,26,,vehicle,oneoff,Yashwanth
2740,Imran,Madiwalar,M,45,2,,"vehicle,interstate",oneoff,Sunil
2741,Prakash,Badiger,M,28,6,,"night_ops,market_area",oneoff,Chetan
2742,Thimmaiah,Iyer,M,41,29,,"weapon,narcotics",oneoff,Sharath
2743,Mamatha,Devadiga,F,45,3,,"night_ops,market_area",oneoff,Girish
2744,Praveen,Desai,M,42,7,,"weapon,vehicle",oneoff,Gopal
2745,Santosh,Talawar,M,41,20,,"night_ops,weapon",oneoff,Gopal
2746,Praveen,Uppar,M,42,24,,vehicle,oneoff,Ramesh
2747,Puneeth,Bhat,M,50,28,,"vehicle,narcotics",oneoff,Ranganath
2748,Lohith,Desai,M,53,3,,interstate,oneoff,Venkatesh
2749,Kamala,Devadiga,F,48,7,,night_ops,oneoff,Lokesh
2750,Kavya,Bandi,F,22,16,,"weapon,interstate",oneoff,Puneeth
2751,Farhan,Lamani,M,42,5,,"vehicle,weapon",oneoff,Harish
2752,Yogesh,Sharma,M,24,30,,"vehicle,narcotics",oneoff,Mohammed
2753,Santosh,Suvarna,M,18,9,,"weapon,market_area",oneoff,Arun
2754,Bharathi,Suvarna,F,46,21,,"interstate,weapon",oneoff,Vinay
2755,Nithin,Shanbhag,M,28,8,,weapon,oneoff,Mohammed
2756,Venkatesh,Nayaka,M,36,27,,"interstate,night_ops",oneoff,Chetan
2757,Gopal,Salian,M,32,28,,"interstate,market_area",oneoff,Anil
2758,Krishna,Chavan,M,26,14,,cyber,oneoff,Abdul
2759,Jagadish,Angadi,M,52,27,,"narcotics,night_ops",oneoff,Basavaraj
2760,Hanumantha,Khan,M,31,11,,interstate,oneoff,Darshan
2761,Ramesh,Uppar,M,28,19,,"cyber,weapon",oneoff,Omkar
2762,Venkatesh,Nayaka,M,54,11,,narcotics,oneoff,Arun
2763,Tanveer,Kattimani,M,42,9,,"cyber,narcotics",oneoff,Ranganath
2764,Nandish,Kodagu,M,49,29,,weapon,oneoff,Jagadish
2765,Triveni,Shetty,F,30,15,,market_area,oneoff,Nithin
2766,Harish,Murthy,M,21,26,,"market_area,narcotics",repeat,Anil
2767,Anand,Hiremath,M,54,29,,"cyber,vehicle",oneoff,Farhan
2768,Uma,Shanbhag,F,22,6,,"vehicle,night_ops",oneoff,Umesh
2769,Sandeep,Hegde,M,53,25,,"narcotics,night_ops",oneoff,Zameer
2770,Sandeep,Shetty,M,36,9,,night_ops,oneoff,Ganesh
2771,Eshwar,Devadiga,M,35,11,,"market_area,vehicle",oneoff,Kiran
2772,Venkatesh,Khan,M,37,29,,interstate,oneoff,Suresh
2773,Puneeth,Chavan,M,25,6,,weapon,oneoff,Salman
2774,Karthik,Rai,M,37,22,,"interstate,market_area",oneoff,Raghavendra
2775,Vijay,Chavan,M,51,30,,"weapon,cyber",oneoff,Nithin
2776,Pallavi,Lamani,F,40,22,,"narcotics,market_area",oneoff,Thimmaiah
