CaseMasterID,ComplainantName,AgeYear,OccupationID,ReligionID,CasteID
3047,Karthik Badiger,37,1,,
3048,Akshata Belagavi,63,1,,
3049,Farhan Bandi,52,1,,
3050,Meena Mudaliar,44,9,,
3051,Mamatha Rai,54,5,,
3052,Rizwan Acharya,50,8,,
3053,Kamala Bandi,23,10,,
3054,Ananya Kumar,25,9,,
3055,Krishna Chavan,65,5,,
3056,Shwetha Doddamani,49,3,,
3057,Pallavi Lamani,48,8,,
3058,Mamatha Nayaka,21,8,,
3059,Netravati Nayaka,62,7,,
3060,Ganesh Mudaliar,61,10,,
3061,Nagaraj Pujari,47,9,,
3062,Yashoda Rao,50,5,,
3063,Jagadish Angadi,46,1,,
3064,Imran Chavan,44,9,,
3065,Pavan Chavan,30,8,,
3066,Pavan Wali,43,3,,
3067,Chandana Gaonkar,25,5,,
3068,Ganesh Mudaliar,38,1,,
3069,Deepa Bhat,34,1,,
3070,Sahana Patil,51,1,,
3071,Yashoda Kamath,51,3,,
3072,Nagaraj Hegde,48,2,,
3073,Rachana Lamani,27,10,,
3074,Akshata Badiger,30,2,,
3075,Dhanya Mudaliar,25,10,,
3076,Rajesh Hiremath,52,2,,
3077,Pooja Angadi,51,2,,
3078,Kiran Hadimani,30,1,,
3079,Imran Hadimani,61,7,,
3080,Nithin Naik,60,5,,
3081,Deepika Hiremath,64,7,,
3082,Savitha Wali,33,8,,
3083,Harish Kamath,22,10,,
3084,Sandeep Hadimani,63,3,,
3085,Yashwanth Kumar,41,9,,
3086,Praveen Pujari,21,5,,
3087,Mamatha Sharma,53,5,,
3088,Anitha Bhat,50,3,,
3089,Sunitha Salian,43,3,,
3090,Prakash Wali,40,5,,
3091,Hanumantha Sharma,21,8,,
3092,Yashoda Khan,20,1,,
3093,Reshma Talawar,47,6,,
3094,Venkatesh Hadimani,59,2,,
3095,Abdul Rao,47,9,,
3096,Sahana Kodagu,53,7,,
3097,Mohammed Lamani,44,6,,
3098,Sunil Lamani,23,5,,
3099,Yashwanth Lamani,42,8,,
3100,Rachana Kodagu,32,10,,
3101,Rekha Pawar,64,6,,
3102,Rizwan Madiwalar,48,2,,
3103,Kavya Hegde,23,10,,
3104,Gopal Hiremath,59,4,,
3105,Noor Sharma,40,6,,
3106,Mohammed Nayaka,47,4,,
3107,Tanveer Devadiga,40,7,,
3108,Geetha Hadimani,62,8,,
3109,Shivakumar Uppar,48,2,,
3110,Rizwan Nayaka,50,10,,
3111,Ayesha Kamath,56,5,,
3112,Srinivas Hadimani,22,6,,
3113,Bharathi Kumar,39,6,,
3114,Lalitha Lamani,62,3,,
3115,Tejaswini Naik,47,8,,
3116,Madhu Hadimani,21,4,,
3117,Rajesh Reddy,62,4,,
3118,Prakash Jadhav,60,7,,
3119,Anitha Hadimani,37,6,,
3120,Meena Nayaka,50,2,,
3121,Nithin Wali,24,7,,
3122,Venkatesh Nayaka,27,10,,
3123,Uday Kattimani,35,7,,
3124,Divya Naik,62,1,,
3125,Bindu Hegde,24,6,,
3126,Balaji Rao,63,3,,
3127,Lokesh Nayaka,62,4,,
3128,Vidya Acharya,58,9,,
3129,Devaraj Gowda,23,1,,
3130,Anil Gaonkar,52,3,,
3131,Suresh Hiremath,24,6,,
3132,Omkar Lamani,22,1,,
3133,Farhan Kumar,24,8,,
3134,Reshma Gowda,24,7,,
3135,Lalitha Hadimani,56,7,,
3136,Ananya Hiremath,51,10,,
3137,Lokesh Naik,22,10,,
3138,Sandeep Bandi,20,7,,
3139,Eshwar Kodagu,38,2,,
3140,Devaraj Wali,65,5,,
3141,Nandish Devadiga,43,2,,
3142,Jagadish Kamath,30,6,,
3143,Zeenath Hegde,48,4,,
3144,Bindu Doddamani,29,6,,
3145,Puneeth Belagavi,44,3,,
3146,Mamatha Doddamani,53,5,,
3147,Salman Angadi,56,8,,
3148,Hanumantha Gaonkar,42,2,,
3149,Puneeth Gaonkar,37,8,,
3150,Srinivas Salian,42,2,,
3151,Lohith Murthy,34,5,,
3152,Ramesh Jadhav,41,5,,
3153,Jagadish Mudaliar,31,4,,
3154,Vinay Iyer,47,4,,
3155,Fatima Bhat,64,10,,
3156,Shwetha Belagavi,40,1,,
3157,Ruksana Devadiga,60,9,,
3158,Anil Iyer,52,2,,
3159,Rachana Kattimani,22,4,,
3160,Ganesh Kulkarni,40,3,,
3161,Dhanya Pawar,47,2,,
3162,Madhu Bandi,20,3,,
3163,Nandini Nayaka,56,9,,
3164,Devaraj Kodagu,39,3,,
3165,Rachana Iyer,54,9,,
3166,Sharath Lamani,27,7,,
3167,Karthik Shetty,59,3,,
3168,Latha Kattimani,30,8,,
3169,Pavan Mudaliar,58,5,,
3170,Netravati Bhat,62,8,,
3171,Netravati Shanbhag,27,3,,
3172,Nagaraj Lamani,47,9,,
3173,Vidya Rai,50,6,,
3174,Chaitra Gaonkar,27,3,,
3175,Harini Nayaka,39,7,,
3176,Yashoda Rao,50,2,,
3177,Nandish Iyer,22,1,,
3178,Meena Rao,55,6,,
3179,Yogesh Rao,41,7,,
3180,Sabiha Rao,46,6,,
3181,Lokesh Reddy,45,5,,
3182,Imran Murthy,61,9,,
3183,Gopal Kodagu,22,1,,
3184,Madhu Pawar,39,6,,
3185,Sandeep Sharma,50,7,,
3186,Gopal Rao,52,8,,
3187,Lalitha Bhat,52,10,,
3188,Zeenath Jadhav,51,9,,
3189,Imran Acharya,20,10,,
3190,Omkar Pawar,42,6,,
3191,Gayathri Madiwalar,65,1,,
3192,Pallavi Madiwalar,57,6,,
3193,Vani Shanbhag,54,7,,
3194,Thimmaiah Shetty,58,2,,
3195,Imran Kattimani,29,7,,
3196,Vani Hiremath,29,1,,
3197,Deepa Nayaka,30,1,,
3198,Jagadish Wali,38,7,,
3199,Vinay Mallya,50,6,,
3200,Bharathi Kulkarni,64,3,,
3201,Jyothi Naik,28,10,,
3202,Anand Desai,39,2,,
3203,Praveen Patil,25,2,,
3204,Meena Gowda,21,4,,
3205,Kamala Reddy,22,8,,
3206,Gayathri Badiger,45,3,,
3207,Tejaswini Pujari,20,4,,
3208,Noor Kattimani,41,6,,
3209,Praveen Lamani,20,6,,
3210,Arun Devadiga,44,7,,
3211,Yashoda Jadhav,31,3,,
3212,Manjula Doddamani,20,6,,
3213,Ayesha Khan,30,7,,
3214,Harini Chavan,24,5,,
3215,Ganesh Belagavi,53,10,,
3216,Raghavendra Kulkarni,40,6,,
3217,Ayesha Rai,25,10,,
3218,Chaitra Bandi,44,9,,
3219,Kalpana Shetty,54,5,,
3220,Pooja Kumar,45,6,,
3221,Chandru Madiwalar,58,2,,
3222,Mohammed Kamath,36,3,,
3223,Rizwan Badiger,42,6,,
3224,Salman Jadhav,26,8,,
3225,Noor Kumar,46,2,,
3226,Lokesh Talawar,31,1,,
3227,Srinivas Iyer,61,1,,
3228,Gayathri Hiremath,63,2,,
3229,Ananya Chavan,48,4,,
3230,Vani Kattimani,20,2,,
3231,Srinivas Nayaka,29,2,,
3232,Ananya Badiger,39,5,,
3233,Yogesh Suvarna,26,10,,
3234,Prakash Reddy,20,4,,
3235,Lakshmi Naik,57,7,,
3236,Yashoda Bandi,26,3,,
3237,Girish Hiremath,25,1,,
3238,Yogesh Badiger,35,6,,
3239,Uma Madiwalar,23,8,,
3240,Deepa Mallya,33,9,,
3241,Rachana Devadiga,53,3,,
3242,Chandana Naik,20,6,,
3243,Deepika Kodagu,23,3,,
3244,Noor Talawar,29,5,,
3245,Manjula Rao,22,7,,
3246,Sunil Shanbhag,44,5,,
3247,Devaraj Sharma,61,1,,
3248,Raghavendra Devadiga,55,2,,
3249,Manjula Madiwalar,20,9,,
3250,Ananya Wali,58,9,,
3251,Tejaswini Angadi,24,9,,
3252,Nagaraj Talawar,48,5,,
3253,Sunil Doddamani,62,6,,
3254,Umesh Angadi,39,3,,
3255,Lokesh Nayaka,21,3,,
3256,Mahesh Kamath,56,1,,
3257,Padma Khan,32,7,,
3258,Gayathri Jadhav,47,5,,
3259,Akshata Shetty,26,10,,
3260,Lakshmi Kamath,59,8,,
3261,Ishwarya Hiremath,32,4,,
3262,Fatima Naik,55,5,,
3263,Sabiha Jadhav,51,7,,
3264,Indira Hiremath,41,5,,
3265,Yashwanth Doddamani,31,6,,
3266,Farhan Suvarna,42,3,,
3267,Sandeep Kattimani,28,8,,
3268,Anand Rai,48,7,,
3269,Dhanya Angadi,28,9,,
3270,Yogesh Doddamani,41,3,,
3271,Imran Mallya,64,4,,
3272,Harini Kattimani,43,8,,
3273,Akshata Kattimani,23,3,,
3274,Sabiha Iyer,26,5,,
3275,Sunil Reddy,38,9,,
3276,Lokesh Madiwalar,57,3,,
3277,Kalpana Gaonkar,37,8,,
3278,Sandeep Shanbhag,23,4,,
3279,Jagadish Badiger,27,6,,
3280,Sabiha Jadhav,42,5,,
3281,Akshata Rai,24,2,,
3282,Bhavya Chavan,63,3,,
3283,Sushma Hegde,40,4,,
3284,Bindu Gowda,44,8,,
3285,Rachana Uppar,27,10,,
3286,Ganesh Lamani,22,1,,
3287,Lalitha Patil,42,5,,
3288,Chandru Gaonkar,58,4,,
3289,Shwetha Acharya,34,4,,
3290,Deepa Hegde,22,10,,
3291,Harini Wali,24,10,,
3292,Rachana Iyer,23,5,,
3293,Reshma Jadhav,34,7,,
3294,Farhan Wali,46,9,,
3295,Waseem Badiger,51,8,,
3296,Ruksana Wali,62,2,,
3297,Gayathri Kattimani,44,8,,
3298,Padma Uppar,25,6,,
3299,Karthik Gaonkar,65,2,,
3300,Lokesh Shanbhag,35,10,,
3301,Tanveer Talawar,56,4,,
3302,Fatima Rai,26,3,,
3303,Suresh Kulkarni,25,9,,
3304,Zameer Acharya,62,2,,
3305,Shivakumar Bandi,39,4,,
3306,Nandini Badiger,61,8,,
3307,Karthik Pawar,26,1,,
3308,Kiran Shanbhag,43,9,,
3309,Padma Madiwalar,31,8,,
3310,Salman Suvarna,37,7,,
3311,Jyothi Sharma,50,9,,
3312,Devaraj Pujari,35,10,,
3313,Suresh Hiremath,42,3,,
3314,Anand Suvarna,44,6,,
3315,Yogesh Kodagu,49,2,,
3316,Lalitha Bandi,26,3,,
3317,Kamala Acharya,46,3,,
3318,Venkatesh Reddy,57,5,,
3319,Praveen Pujari,37,10,,
3320,Vani Shetty,32,8,,
3321,Anitha Badiger,27,3,,
3322,Arun Kattimani,57,10,,
3323,Harini Bandi,59,5,,
3324,Farhan Nayaka,37,10,,
3325,Nandini Nayaka,63,5,,
3326,Naveen Mallya,34,8,,
3327,Yashwanth Naik,60,5,,
3328,Vidya Rai,22,5,,
3329,Ayesha Kulkarni,57,3,,
3330,Reshma Doddamani,32,9,,
3331,Meena Gowda,65,5,,
3332,Meena Belagavi,65,7,,
3333,Devaraj Kattimani,20,10,,
3334,Ruksana Shetty,22,6,,
3335,Gayathri Doddamani,23,4,,
3336,Divya Pujari,61,4,,
3337,Kavya Gowda,61,6,,
3338,Ranganath Doddamani,60,3,,
3339,Rachana Mudaliar,60,8,,
3340,Harini Chavan,24,7,,
3341,Venkatesh Kamath,45,5,,
3342,Bindu Rai,35,3,,
3343,Noor Acharya,56,9,,
3344,Anand Lamani,43,1,,
3345,Yogesh Hadimani,60,2,,
3346,Madhu Mudaliar,39,8,,
3347,Yogesh Angadi,20,1,,
3348,Eshwar Talawar,64,7,,
3349,Ravi Pujari,59,8,,
3350,Divya Naik,55,4,,
3351,Pooja Bhat,48,5,,
3352,Sandeep Wali,53,3,,
3353,Triveni Pawar,36,4,,
3354,Hanumantha Wali,45,10,,
3355,Akshata Pawar,61,2,,
3356,Hemalatha Kulkarni,43,10,,
3357,Akshata Khan,41,3,,
3358,Mamatha Hiremath,29,2,,
3359,Arun Kamath,57,9,,
3360,Rekha Desai,25,2,,
3361,Shwetha Angadi,30,4,,
3362,Vidya Kodagu,26,4,,
3363,Netravati Gowda,26,6,,
3364,Venkatesh Talawar,28,9,,
3365,Hemalatha Madiwalar,40,2,,
3366,Akshata Nayaka,47,9,,
3367,Yashoda Kumar,59,8,,
3368,Varun Gowda,50,10,,
3369,Hemalatha Hiremath,29,7,,
3370,Krishna Doddamani,55,5,,
3371,Nandish Nayaka,51,10,,
3372,Harish Rai,42,4,,
3373,Reshma Hiremath,49,8,,
3374,Gayathri Jadhav,39,3,,
3375,Ramesh Salian,50,8,,
3376,Chetan Angadi,64,6,,
3377,Roopa Rai,23,10,,
3378,Kiran Desai,56,5,,
3379,Venkatesh Khan,55,7,,
3380,Waseem Talawar,22,4,,
3381,Sahana Kumar,42,9,,
3382,Rekha Naik,60,8,,
3383,Latha Jadhav,43,7,,
3384,Divya Doddamani,60,7,,
3385,Anil Naik,48,9,,
3386,Sharath Khan,28,3,,
3387,Thimmaiah Naik,27,4,,
3388,Shwetha Kamath,38,3,,
3389,Bharathi Mudaliar,35,5,,
3390,Shwetha Iyer,25,9,,
3391,Roopa Kodagu,37,7,,
3392,Dhanya Iyer,22,6,,
3393,Praveen Shanbhag,27,3,,
3394,Chandru Patil,40,3,,
3395,Srinivas Uppar,54,7,,
3396,Krishna Salian,50,8,,
3397,Meena Pujari,26,7,,
3398,Kamala Kumar,61,6,,
3399,Triveni Iyer,42,5,,
3400,Harish Reddy,57,1,,
3401,Imran Kulkarni,28,1,,
3402,Zameer Wali,62,1,,
3403,Varun Reddy,20,9,,
3404,Zeenath Hegde,53,4,,
3405,Bharathi Wali,26,9,,
3406,Bharathi Kodagu,32,1,,
3407,Suresh Mudaliar,46,7,,
3408,Naveen Suvarna,54,1,,
3409,Gowramma Pujari,21,9,,
3410,Bharathi Mallya,47,9,,
3411,Vijay Chavan,59,10,,
3412,Ruksana Madiwalar,20,4,,
3413,Nandini Hegde,27,10,,
3414,Rachana Hiremath,33,7,,
3415,Indira Sharma,29,3,,
3416,Nagaraj Sharma,48,1,,
3417,Sandeep Kamath,57,10,,
3418,Gowramma Kamath,26,8,,
3419,Gayathri Kattimani,51,9,,
3420,Rekha Devadiga,31,9,,
3421,Manjunath Salian,25,7,,
3422,Mamatha Desai,63,9,,
3423,Lalitha Naik,46,6,,
3424,Chandana Kumar,36,1,,
3425,Mahesh Rai,25,8,,
3426,Harini Rai,39,1,,
3427,Prakash Shanbhag,61,3,,
3428,Uma Suvarna,26,1,,
3429,Girish Kulkarni,59,8,,
3430,Anand Gowda,45,9,,
3431,Ananya Pawar,28,6,,
3432,Ananya Desai,25,8,,
3433,Dhanya Madiwalar,27,1,,
3434,Sunitha Suvarna,51,3,,
3435,Gowramma Pujari,33,3,,
3436,Chetan Rai,53,8,,
3437,Farhan Iyer,30,2,,
3438,Gowramma Kattimani,28,1,,
3439,Vani Rao,26,7,,
3440,Mohammed Chavan,51,7,,
3441,Anil Kulkarni,56,8,,
3442,Nagaraj Wali,62,7,,
3443,Suresh Doddamani,23,8,,
3444,Hemalatha Lamani,22,1,,
3445,Nandish Bhat,55,10,,
3446,Shwetha Desai,37,8,,
3447,Sharath Nayaka,25,9,,
3448,Usha Sharma,42,4,,
3449,Arun Doddamani,23,4,,
3450,Sushma Rai,26,7,,
3451,Ganesh Pujari,26,6,,
3452,Sahana Suvarna,61,7,,
3453,Raghavendra Patil,23,2,,
3454,Suresh Mudaliar,61,4,,
3455,Umesh Murthy,62,3,,
3456,Krishna Madiwalar,22,5,,
3457,Padma Kodagu,61,8,,
3458,Madhu Belagavi,47,1,,
3459,Srinivas Angadi,34,2,,
3460,Dinesh Angadi,62,10,,
3461,Suresh Uppar,44,9,,
3462,Sharath Murthy,41,2,,
3463,Sunitha Murthy,55,9,,
3464,Pallavi Angadi,58,1,,
3465,Kiran Chavan,25,10,,
3466,Prakash Pawar,53,3,,
3467,Mahesh Devadiga,41,5,,
3468,Chandru Murthy,57,8,,
3469,Dinesh Doddamani,62,10,,
3470,Tejaswini Patil,42,3,,
3471,Hemalatha Gowda,41,3,,
3472,Ruksana Salian,55,10,,
3473,Girish Bandi,40,9,,
3474,Srinivas Chavan,32,7,,
3475,Ishwarya Jadhav,29,1,,
3476,Sunitha Chavan,63,10,,
3477,Umesh Shanbhag,39,10,,
3478,Suresh Pawar,35,1,,
3479,Yashoda Nayaka,26,10,,
3480,Hemalatha Shetty,26,4,,
3481,Divya Kodagu,46,4,,
3482,Rekha Nayaka,42,2,,
3483,Gowramma Talawar,34,4,,
3484,Prakash Bandi,60,5,,
3485,Deepa Pujari,32,5,,
3486,Noor Suvarna,56,9,,
3487,Anitha Talawar,55,9,,
3488,Sunil Kumar,33,6,,
3489,Yashwanth Pujari,54,4,,
3490,Gayathri Desai,63,3,,
3491,Pavan Mallya,55,8,,
3492,Gayathri Uppar,61,2,,
3493,Umesh Mudaliar,59,6,,
3494,Netravati Chavan,38,1,,
3495,Rekha Naik,60,9,,
3496,Sharath Kulkarni,41,10,,
3497,Ishwarya Madiwalar,45,4,,
3498,Omkar Jadhav,27,2,,
3499,Venkatesh Acharya,51,8,,
3500,Varun Naik,29,1,,
3501,Manjula Sharma,33,6,,
3502,Harini Devadiga,27,8,,
3503,Ruksana Acharya,62,3,,
3504,Kavya Jadhav,47,8,,
3505,Dinesh Madiwalar,57,1,,
3506,Noor Bhat,41,10,,
3507,Suresh Naik,37,4,,
3508,Dhanya Wali,60,1,,
3509,Bharathi Uppar,22,8,,
3510,Latha Kamath,29,3,,
3511,Hanumantha Pujari,48,9,,
3512,Ananya Badiger,46,5,,
3513,Lohith Shanbhag,48,1,,
3514,Farhan Lamani,51,3,,
3515,Sandeep Uppar,65,6,,
3516,Ranganath Kumar,32,7,,
3517,Rizwan Rai,29,1,,
3518,Padma Gowda,24,9,,
3519,Bindu Salian,55,9,,
3520,Imran Nayaka,59,2,,
3521,Basavaraj Suvarna,62,9,,
3522,Gayathri Hiremath,62,2,,
3523,Vani Khan,41,10,,
3524,Kavya Bhat,39,2,,
3525,Manjula Kodagu,33,3,,
3526,Imran Rai,49,2,,
3527,Savitha Desai,63,6,,
3528,Padma Talawar,60,6,,
3529,Savitha Naik,22,5,,
3530,Indira Desai,33,3,,
3531,Karthik Jadhav,62,9,,
3532,Rachana Shanbhag,53,6,,
3533,Imran Angadi,23,10,,
3534,Bharathi Shanbhag,42,4,,
3535,Krishna Rao,34,6,,
3536,Uma Nayaka,42,8,,
3537,Srinivas Devadiga,32,9,,
3538,Chetan Pujari,51,1,,
3539,Ramesh Gowda,44,10,,
3540,Akshata Mallya,54,9,,
3541,Sandeep Desai,54,6,,
3542,Deepika Madiwalar,60,8,,
3543,Harini Devadiga,51,9,,
3544,Naveen Acharya,26,4,,
3545,Devaraj Shetty,37,9,,
3546,Latha Rai,53,6,,
3547,Ayesha Suvarna,32,3,,
3548,Devaraj Rai,43,8,,
3549,Divya Rai,41,4,,
3550,Ranganath Wali,40,3,,
3551,Kavya Belagavi,34,6,,
3552,Meena Salian,44,3,,
3553,Lokesh Nayaka,35,2,,
3554,Kalpana Chavan,39,9,,
3555,Bindu Shetty,25,5,,
3556,Pavan Reddy,54,6,,
3557,Ganesh Gaonkar,40,5,,
3558,Kavya Devadiga,57,1,,
3559,Nandish Suvarna,51,6,,
3560,Sunil Talawar,51,7,,
3561,Zeenath Iyer,36,3,,
3562,Lalitha Kattimani,31,3,,
3563,Nandish Kodagu,55,2,,
3564,Nithin Kodagu,22,2,,
3565,Prakash Hadimani,42,10,,
3566,Shwetha Kamath,46,2,,
3567,Noor Nayaka,24,4,,
3568,Venkatesh Hadimani,65,9,,
3569,Hemalatha Jadhav,58,5,,
3570,Sandeep Mudaliar,59,6,,
3571,Sahana Jadhav,27,3,,
3572,Uma Doddamani,50,1,,
3573,Pallavi Patil,38,4,,
3574,Yogesh Khan,21,5,,
3575,Jagadish Rai,30,2,,
3576,Akshata Talawar,31,6,,
3577,Harish Mudaliar,29,9,,
3578,Deepa Angadi,42,2,,
3579,Jyothi Lamani,39,5,,
3580,Tanveer Madiwalar,52,1,,
3581,Madhu Kamath,60,7,,
3582,Vijay Reddy,44,1,,
3583,Rekha Naik,58,5,,
3584,Lokesh Mallya,48,3,,
3585,Savitha Hegde,54,5,,
3586,Jyothi Salian,21,1,,
3587,Rachana Angadi,57,6,,
3588,Meena Talawar,58,3,,
3589,Imran Pawar,23,5,,
3590,Sabiha Reddy,24,7,,
3591,Puneeth Pujari,36,1,,
3592,Anil Kodagu,54,3,,
3593,Rajesh Kulkarni,36,7,,
3594,Netravati Lamani,30,1,,
3595,Zameer Rao,28,9,,
3596,Naveen Talawar,48,6,,
3597,Indira Mudaliar,28,2,,
3598,Pavan Patil,48,10,,
3599,Anand Chavan,50,4,,
3600,Harish Doddamani,41,4,,
3601,Mahesh Belagavi,47,5,,
3602,Rekha Devadiga,40,10,,
3603,Imran Chavan,48,1,,
3604,Tanveer Pujari,29,10,,
3605,Sahana Salian,42,9,,
3606,Varun Iyer,65,4,,
3607,Ranganath Kulkarni,59,1,,
3608,Santosh Kodagu,39,7,,
3609,Padma Pujari,53,4,,
3610,Eshwar Madiwalar,21,10,,
3611,Rachana Bandi,23,2,,
3612,Sabiha Mudaliar,32,8,,
3613,Vani Kamath,24,7,,
3614,Shwetha Badiger,42,1,,
3615,Prakash Sharma,57,1,,
3616,Zeenath Devadiga,21,9,,
3617,Manjula Devadiga,21,6,,
3618,Lakshmi Suvarna,58,10,,
3619,Manjula Bandi,60,10,,
3620,Pooja Kattimani,31,6,,
3621,Sunil Khan,31,6,,
3622,Noor Hegde,50,4,,
3623,Mahesh Bhat,20,1,,
3624,Yashoda Suvarna,54,8,,
3625,Mamatha Jadhav,23,6,,
3626,Anand Gaonkar,65,1,,
3627,Kamala Shanbhag,41,4,,
3628,Manjula Salian,34,10,,
3629,Ruksana Salian,29,1,,
3630,Savitha Bandi,39,3,,
3631,Kiran Gaonkar,33,1,,
3632,Abdul Pawar,61,4,,
3633,Manjunath Kumar,57,10,,
3634,Umesh Lamani,33,8,,
3635,Nithin Sharma,42,5,,
3636,Jyothi Murthy,45,3,,
3637,Dinesh Mudaliar,30,6,,
3638,Lakshmi Pawar,54,5,,
3639,Reshma Kumar,45,8,,
3640,Gowramma Suvarna,36,6,,
3641,Sahana Hegde,48,6,,
3642,Harish Hadimani,21,8,,
3643,Pavan Nayaka,59,3,,
3644,Dinesh Angadi,54,3,,
3645,Ishwarya Rao,50,9,,
3646,Nandini Salian,53,10,,
3647,Arun Rai,24,8,,
3648,Uma Badiger,38,6,,
3649,Tejaswini Nayaka,43,6,,
3650,Rizwan Naik,20,5,,
3651,Tanveer Doddamani,28,8,,
3652,Madhu Shetty,40,3,,
3653,Kavya Mallya,59,10,,
3654,Ranganath Shetty,41,9,,
3655,Hanumantha Kumar,63,10,,
3656,Lalitha Gaonkar,20,10,,
3657,Gopal Murthy,60,5,,
3658,Anil Shetty,57,8,,
3659,Ganesh Acharya,42,9,,
3660,Mohammed Sharma,54,6,,
3661,Roopa Lamani,55,8,,
3662,Latha Reddy,49,2,,
3663,Puneeth Suvarna,64,4,,
3664,Geetha Madiwalar,48,8,,
3665,Varun Kamath,29,5,,
3666,Krishna Gaonkar,22,6,,
3667,Rizwan Hiremath,20,5,,
3668,Savitha Sharma,20,4,,
3669,Basavaraj Bandi,31,10,,
3670,Pallavi Pujari,42,2,,
3671,Madhu Lamani,54,5,,
3672,Roopa Devadiga,26,8,,
3673,Netravati Reddy,25,8,,
3674,Chandana Rai,25,6,,
3675,Lokesh Madiwalar,44,7,,
3676,Balaji Gowda,24,4,,
3677,Omkar Pujari,43,2,,
3678,Lakshmi Rao,31,2,,
3679,Ramesh Wali,40,1,,
3680,Tejaswini Reddy,44,3,,
3681,Bhavya Bhat,44,5,,
3682,Puneeth Desai,47,1,,
3683,Shivakumar Kulkarni,33,5,,
3684,Sabiha Chavan,54,10,,
3685,Omkar Nayaka,49,4,,
3686,Manjula Iyer,40,8,,
3687,Karthik Pujari,54,10,,
3688,Shivakumar Doddamani,35,5,,
3689,Darshan Talawar,27,8,,
3690,Rizwan Pawar,30,2,,
3691,Sandeep Reddy,24,9,,
3692,Sandeep Jadhav,63,7,,
3693,Ranganath Salian,56,7,,
3694,Harish Desai,60,1,,
3695,Hanumantha Pawar,32,9,,
3696,Thimmaiah Kulkarni,40,6,,
3697,Manjula Uppar,47,3,,
3698,Venkatesh Suvarna,52,10,,
3699,Naveen Pawar,37,3,,
3700,Devaraj Kumar,31,3,,
3701,Usha Gowda,55,10,,
3702,Chetan Shetty,37,6,,
3703,Hanumantha Mallya,46,10,,
3704,Rachana Talawar,62,8,,
3705,Basavaraj Kodagu,45,7,,
3706,Manjula Devadiga,24,5,,
3707,Pallavi Kattimani,33,4,,
3708,Meena Badiger,30,10,,
3709,Farhan Kodagu,52,4,,
3710,Savitha Rai,46,1,,
3711,Nandish Hadimani,36,10,,
3712,Lohith Acharya,47,4,,
3713,Geetha Jadhav,26,5,,
3714,Santosh Iyer,52,9,,
3715,Savitha Shanbhag,26,4,,
3716,Shwetha Angadi,29,2,,
3717,Ishwarya Patil,56,8,,
3718,Noor Gaonkar,29,6,,
3719,Chetan Kumar,46,3,,
3720,Varun Bandi,21,4,,
3721,Manjunath Kattimani,30,3,,
3722,Basavaraj Jadhav,38,10,,
3723,Chandana Kodagu,24,8,,
3724,Savitha Kodagu,38,8,,
3725,Nagaraj Madiwalar,36,7,,
3726,Naveen Kamath,60,4,,
3727,Abdul Bhat,55,10,,
3728,Raghavendra Mudaliar,65,6,,
3729,Abdul Badiger,28,7,,
3730,Vijay Doddamani,45,3,,
3731,Hemalatha Badiger,29,10,,
3732,Rajesh Salian,26,6,,
3733,Farhan Rao,33,7,,
3734,Rajesh Doddamani,35,4,,
3735,Mohammed Murthy,31,5,,
3736,Mahesh Hiremath,41,5,,
3737,Manjula Wali,41,7,,
3738,Lakshmi Pujari,32,7,,
3739,Srinivas Lamani,28,3,,
3740,Praveen Nayaka,38,8,,
3741,Sunil Reddy,61,9,,
3742,Yashwanth Madiwalar,22,2,,
3743,Ganesh Kattimani,22,7,,
3744,Venkatesh Bandi,26,9,,
3745,Rachana Nayaka,63,4,,
3746,Meena Khan,35,10,,
3747,Girish Talawar,34,4,,
3748,Ranganath Chavan,32,4,,
3749,Gayathri Nayaka,21,4,,
3750,Venkatesh Murthy,30,5,,
3751,Reshma Bandi,33,8,,
3752,Chaitra Lamani,57,4,,
3753,Ganesh Madiwalar,44,1,,
3754,Divya Shanbhag,35,2,,
3755,Sunitha Hiremath,54,9,,
3756,Indira Hiremath,33,9,,
3757,Nithin Devadiga,29,9,,
3758,Yashwanth Rai,33,5,,
3759,Sandeep Kumar,42,4,,
3760,Puneeth Patil,30,2,,
3761,Gopal Angadi,34,3,,
3762,Pooja Reddy,63,8,,
3763,Reshma Kumar,26,7,,
3764,Deepika Salian,28,6,,
3765,Hemalatha Iyer,20,1,,
3766,Puneeth Nayaka,50,8,,
3767,Dinesh Rai,23,5,,
3768,Ayesha Kumar,39,5,,
3769,Chetan Rai,49,6,,
3770,Srinivas Bandi,57,7,,
3771,Suresh Talawar,40,4,,
3772,Latha Bhat,31,2,,
3773,Pallavi Iyer,57,2,,
3774,Manjula Sharma,52,8,,
3775,Ganesh Hiremath,47,7,,
3776,Anitha Kattimani,52,7,,
3777,Mamatha Murthy,46,1,,
3778,Vijay Salian,37,10,,
3779,Sunil Doddamani,61,7,,
3780,Nandini Madiwalar,32,2,,
3781,Manjula Pawar,24,6,,
3782,Kiran Desai,40,8,,
3783,Lalitha Acharya,50,4,,
3784,Ruksana Gowda,51,5,,
3785,Pallavi Iyer,51,3,,
3786,Zameer Reddy,33,10,,
3787,Krishna Nayaka,23,3,,
3788,Pooja Iyer,32,7,,
3789,Jyothi Kodagu,20,5,,
3790,Pavan Doddamani,38,4,,
3791,Sharath Madiwalar,22,4,,
3792,Rachana Pawar,23,7,,
3793,Tejaswini Angadi,31,1,,
