CaseMasterID,VictimName,AgeYear,GenderID
3075,Pavan Reddy,37,M
3076,Indira Devadiga,22,F
3077,Padma Nayaka,56,F
3079,Lalitha Pujari,21,F
3079,Nithin Shanbhag,65,M
3080,Kalpana Reddy,24,F
3080,Deepa Hiremath,50,F
3081,Fatima Chavan,63,F
3081,Harini Kodagu,29,F
3082,Sushma Sharma,44,F
3084,Ruksana Shetty,26,F
3085,Raghavendra Acharya,40,M
3085,Reshma Kattimani,16,F
3088,Nithin Kulkarni,58,M
3089,Kalpana Gaonkar,58,F
3089,Farhan Sharma,29,M
3090,Nandini Kamath,41,F
3092,Farhan Gowda,48,M
3093,Eshwar Naik,52,M
3093,Tanveer Kattimani,69,M
3096,Zameer Wali,39,M
3096,Manjunath Lamani,34,M
3098,Reshma Pawar,28,F
3103,Hemalatha Mudaliar,57,F
3104,Ranganath Gaonkar,66,M
3104,Hemalatha Bandi,61,F
3107,Yogesh Badiger,63,M
3109,Girish Suvarna,68,M
3110,Sandeep Pawar,59,M
3112,Salman Devadiga,64,M
3113,Triveni Badiger,55,F
3113,Mahesh Chavan,21,M
3115,Latha Hegde,54,F
3117,Dhanya Gaonkar,39,F
3117,Geetha Desai,27,F
3118,Prakash Gaonkar,21,M
3118,Sunil Khan,48,M
3122,Kamala Kattimani,23,F
3122,Sushma Belagavi,69,F
3123,Savitha Talawar,34,F
3125,Ananya Uppar,54,F
3127,Tanveer Gaonkar,25,M
3128,Uma Hegde,26,F
3130,Jagadish Suvarna,23,M
3130,Roopa Hadimani,20,F
3131,Devaraj Hegde,54,M
3132,Sunitha Reddy,20,F
3134,Rekha Jadhav,58,F
3134,Savitha Gaonkar,63,F
3138,Kalpana Patil,21,F
3139,Omkar Chavan,57,M
3139,Reshma Gowda,48,F
3141,Lalitha Sharma,48,F
3142,Indira Badiger,66,F
3143,Hanumantha Hadimani,45,M
3147,Vani Belagavi,28,F
3149,Anand Mallya,59,M
3152,Ranganath Iyer,46,M
3154,Ishwarya Mallya,67,F
3156,Prakash Mudaliar,61,M
3157,Harini Naik,64,F
3157,Noor Doddamani,62,F
3160,Zeenath Gowda,27,F
3160,Gayathri Pawar,50,F
3161,Kiran Khan,59,M
3161,Pooja Kumar,49,F
3163,Dhanya Angadi,58,F
3164,Ruksana Rai,42,F
3164,Usha Devadiga,66,F
3165,Divya Pawar,55,F
3166,Madhu Khan,48,M
3168,Sharath Kulkarni,24,M
3168,Yashwanth Rao,69,M
3169,Abdul Patil,67,M
3169,Bindu Suvarna,56,F
3170,Ananya Bandi,23,F
3170,Rachana Chavan,43,F
3171,Bharathi Kodagu,32,F
3171,Lalitha Kodagu,23,F
3173,Yogesh Uppar,34,M
3174,Farhan Kodagu,16,M
3174,Sushma Rai,45,F
3175,Anitha Kattimani,21,F
3175,Reshma Devadiga,36,F
3178,Puneeth Gaonkar,49,M
3182,Padma Mallya,24,F
3182,Pooja Hegde,48,F
3183,Basavaraj Jadhav,44,M
3183,Praveen Hegde,59,M
3184,Pallavi Pujari,48,F
3184,Imran Chavan,38,M
3185,Farhan Kattimani,24,M
3187,Anand Shetty,36,M
3187,Balaji Desai,18,M
3189,Pooja Gaonkar,64,F
3191,Venkatesh Kattimani,59,M
3193,Gowramma Salian,57,F
3193,Bharathi Acharya,31,F
3195,Ayesha Jadhav,19,F
3197,Mohammed Wali,63,M
3199,Waseem Lamani,62,M
3199,Pooja Mudaliar,29,F
3200,Dinesh Gaonkar,65,M
3200,Anitha Chavan,58,F
3202,Raghavendra Hadimani,35,M
3203,Nandish Devadiga,56,M
3203,Chandana Rai,46,F
3204,Ravi Angadi,47,M
3204,Zameer Wali,51,M
3206,Naveen Acharya,57,M
3207,Divya Shetty,20,F
3207,Pallavi Madiwalar,17,F
3210,Ananya Jadhav,18,F
3211,Manjula Naik,56,F
3212,Puneeth Chavan,60,M
3212,Kamala Angadi,61,F
3213,Raghavendra Salian,53,M
3213,Imran Kattimani,47,M
3215,Kalpana Mallya,30,F
3215,Sunitha Hegde,27,F
3216,Deepika Belagavi,39,F
3217,Lakshmi Rai,17,F
3217,Kamala Gowda,23,F
3219,Basavaraj Desai,49,M
3220,Nithin Pujari,25,M
3222,Pavan Pujari,54,M
3225,Umesh Kodagu,26,M
3226,Arun Gowda,42,M
3226,Ganesh Belagavi,51,M
3227,Mahesh Hiremath,53,M
3231,Kavya Angadi,51,F
3233,Nandish Reddy,16,M
3233,Prakash Angadi,68,M
3234,Shwetha Talawar,31,F
3234,Nandish Jadhav,16,M
3235,Vijay Khan,63,M
3235,Abdul Hegde,60,M
3236,Chetan Murthy,30,M
3236,Kavya Wali,30,F
3239,Imran Madiwalar,53,M
3240,Raghavendra Khan,18,M
3240,Ayesha Mudaliar,19,F
3241,Gopal Mudaliar,62,M
3241,Bharathi Shetty,19,F
3242,Suresh Shetty,48,M
3244,Deepa Naik,39,F
3245,Nandish Salian,58,M
3245,Shwetha Sharma,24,F
3246,Naveen Suvarna,16,M
3247,Deepika Kodagu,36,F
3248,Kalpana Acharya,43,F
3248,Dhanya Belagavi,43,F
3249,Zameer Uppar,24,M
3249,Devaraj Hiremath,70,M
3250,Ayesha Bandi,31,F
3250,Venkatesh Bandi,48,M
3254,Girish Nayaka,69,M
3256,Indira Naik,41,F
3257,Lalitha Kulkarni,24,F
3257,Mahesh Talawar,46,M
3258,Lakshmi Nayaka,52,F
3260,Mohammed Chavan,22,M
3261,Anil Pawar,25,M
3261,Ruksana Rao,38,F
3262,Vidya Pawar,40,F
3263,Kamala Kulkarni,58,F
3265,Rajesh Doddamani,40,M
3265,Rachana Desai,17,F
3266,Kamala Desai,60,F
3268,Gayathri Rai,37,F
3268,Rajesh Acharya,43,M
3270,Salman Pawar,59,M
3270,Anand Angadi,28,M
3271,Ranganath Talawar,54,M
3271,Salman Bandi,55,M
3272,Chaitra Uppar,54,F
3273,Harish Sharma,67,M
3273,Kavya Salian,28,F
3274,Dhanya Kattimani,22,F
3274,Indira Suvarna,20,F
3275,Imran Khan,54,M
3278,Rajesh Badiger,67,M
3278,Raghavendra Lamani,25,M
3280,Varun Angadi,46,M
3281,Abdul Patil,25,M
3282,Pallavi Belagavi,57,F
3282,Dinesh Kumar,52,M
3283,Gowramma Patil,50,F
3284,Anil Pawar,62,M
3284,Venkatesh Gaonkar,45,M
3285,Raghavendra Badiger,60,M
3286,Roopa Gaonkar,36,F
3286,Tanveer Talawar,59,M
3288,Triveni Naik,66,F
3288,Meena Shetty,52,F
3290,Shwetha Naik,65,F
3290,Yogesh Rai,31,M
3293,Bhavya Gaonkar,53,F
3294,Jagadish Shanbhag,41,M
3297,Umesh Bandi,52,M
3300,Pooja Uppar,41,F
3300,Suresh Doddamani,61,M
3301,Kamala Shanbhag,27,F
3301,Rachana Devadiga,37,F
3302,Venkatesh Kumar,30,M
3305,Nandini Talawar,53,F
3308,Uma Badiger,49,F
3308,Ayesha Bhat,51,F
3310,Venkatesh Gaonkar,29,M
3312,Arun Pujari,22,M
3312,Reshma Mallya,22,F
3313,Sunil Jadhav,20,M
3314,Ayesha Murthy,34,F
3315,Ishwarya Pawar,35,F
3315,Yogesh Hegde,57,M
3316,Balaji Angadi,25,M
3316,Basavaraj Iyer,56,M
3318,Ruksana Murthy,32,F
3322,Ishwarya Madiwalar,68,F
3322,Bharathi Salian,56,F
3324,Ranganath Wali,55,M
3325,Mamatha Pujari,28,F
3326,Zeenath Pujari,65,F
3327,Chandana Kumar,45,F
3327,Ananya Hiremath,60,F
3328,Ananya Madiwalar,35,F
3328,Tanveer Acharya,54,M
3330,Omkar Shetty,22,M
3331,Nithin Pawar,47,M
3331,Ishwarya Patil,67,F
3332,Tejaswini Kattimani,28,F
3333,Akshata Kumar,55,F
3333,Ruksana Nayaka,27,F
3334,Anitha Lamani,23,F
3335,Rekha Hadimani,38,F
3336,Noor Bandi,25,F
3338,Sunil Uppar,46,M
3341,Geetha Badiger,18,F
3342,Lalitha Gowda,30,F
3342,Rekha Devadiga,34,F
3343,Mamatha Lamani,66,F
3343,Nithin Hiremath,28,M
3344,Fatima Uppar,50,F
3346,Puneeth Shetty,32,M
3346,Shwetha Reddy,27,F
3348,Zameer Jadhav,23,M
3349,Ananya Gowda,70,F
3349,Rachana Angadi,56,F
3350,Nandini Kulkarni,26,F
3350,Santosh Jadhav,21,M
3351,Ganesh Murthy,36,M
3353,Triveni Doddamani,68,F
3353,Farhan Angadi,39,M
3355,Varun Mallya,46,M
3357,Raghavendra Bhat,68,M
3358,Rajesh Mudaliar,21,M
3359,Sunitha Iyer,46,F
3361,Chaitra Jadhav,34,F
3361,Nandini Khan,64,F
3362,Madhu Kamath,38,M
3363,Uma Iyer,48,F
3364,Dinesh Hegde,22,M
3364,Abdul Chavan,33,M
3365,Rachana Iyer,65,F
3366,Meena Kumar,50,F
3366,Farhan Bandi,25,M
3367,Chandana Kulkarni,24,F
3367,Sunitha Doddamani,38,F
3368,Nandish Badiger,23,M
3368,Arun Murthy,67,M
3369,Dhanya Bandi,34,F
3369,Darshan Chavan,16,M
3370,Zameer Jadhav,31,M
3370,Pallavi Kulkarni,19,F
3373,Jagadish Sharma,35,M
3375,Naveen Kamath,45,M
3375,Rekha Talawar,19,F
3376,Rajesh Kamath,33,M
3376,Lakshmi Acharya,33,F
3377,Lakshmi Mallya,30,F
3379,Divya Devadiga,56,F
3380,Omkar Kamath,28,M
3380,Anitha Kattimani,19,F
3381,Jagadish Kodagu,47,M
3381,Jyothi Gowda,20,F
3385,Nithin Rao,58,M
3385,Ayesha Rai,39,F
3386,Jyothi Gaonkar,51,F
3386,Dinesh Patil,67,M
3388,Bindu Sharma,29,F
3388,Harish Acharya,57,M
3389,Praveen Kodagu,47,M
3389,Anitha Reddy,51,F
3393,Shivakumar Desai,60,M
3393,Ranganath Madiwalar,40,M
3394,Pooja Pujari,41,F
3394,Tejaswini Sharma,20,F
3395,Bhavya Belagavi,62,F
3395,Nagaraj Pawar,16,M
3397,Lakshmi Gowda,59,F
3399,Chandru Bhat,34,M
3399,Manjula Chavan,24,F
3401,Rajesh Badiger,48,M
3402,Praveen Uppar,64,M
3404,Bhavya Devadiga,70,F
3404,Naveen Kodagu,65,M
3405,Shivakumar Pawar,26,M
3407,Santosh Kamath,54,M
3408,Uma Hiremath,54,F
3408,Venkatesh Reddy,51,M
3409,Noor Bandi,57,F
3409,Yogesh Suvarna,37,M
3410,Uday Angadi,65,M
3411,Mahesh Hiremath,59,M
3413,Sushma Gaonkar,37,F
3413,Ranganath Reddy,33,M
3414,Pavan Khan,37,M
3415,Balaji Khan,64,M
3416,Umesh Reddy,42,M
3418,Nagaraj Iyer,55,M
3418,Jyothi Belagavi,21,F
3419,Praveen Bhat,23,M
3419,Lalitha Jadhav,65,F
3421,Reshma Desai,64,F
3424,Lokesh Mallya,44,M
3424,Sandeep Pawar,23,M
3425,Ranganath Mallya,61,M
3427,Savitha Reddy,38,F
3427,Savitha Iyer,64,F
3429,Balaji Naik,22,M
3429,Imran Desai,51,M
3430,Ramesh Hadimani,17,M
3431,Vidya Hegde,61,F
3431,Noor Pujari,19,F
3432,Noor Jadhav,30,F
3433,Ganesh Patil,19,M
3434,Triveni Pujari,37,F
3435,Shivakumar Bhat,28,M
3437,Chetan Badiger,54,M
3438,Shivakumar Salian,54,M
3439,Deepa Hadimani,39,F
3440,Waseem Khan,17,M
3440,Ravi Hadimani,30,M
3441,Tejaswini Wali,59,F
3441,Anitha Gowda,52,F
3442,Chandru Salian,54,M
3442,Umesh Doddamani,43,M
3443,Lakshmi Pujari,50,F
3443,Meena Suvarna,29,F
3444,Geetha Hegde,40,F
3444,Pallavi Pujari,44,F
3445,Yashwanth Salian,46,M
3445,Manjula Devadiga,37,F
3446,Hemalatha Hadimani,53,F
3446,Srinivas Rai,65,M
3447,Ramesh Bhat,33,M
3447,Srinivas Khan,70,M
3448,Shivakumar Mallya,55,M
3448,Sabiha Kulkarni,47,F
3449,Vijay Kattimani,50,M
3449,Ravi Rao,41,M
3453,Chetan Desai,65,M
3453,Ayesha Acharya,16,F
3454,Abdul Murthy,64,M
3454,Mamatha Murthy,37,F
3456,Ganesh Jadhav,50,M
3458,Umesh Chavan,47,M
3460,Omkar Kulkarni,64,M
3460,Anand Salian,38,M
3461,Hemalatha Bhat,65,F
3461,Triveni Acharya,16,F
3462,Chandana Sharma,42,F
3463,Salman Acharya,56,M
3463,Fatima Murthy,65,F
3467,Roopa Salian,33,F
3467,Bharathi Uppar,29,F
3469,Sunitha Hiremath,59,F
3469,Prakash Patil,21,M
3470,Shivakumar Kumar,68,M
3470,Ishwarya Khan,35,F
3474,Darshan Wali,43,M
3475,Jagadish Hiremath,45,M
3475,Harini Nayaka,33,F
3476,Bindu Belagavi,58,F
3476,Shivakumar Rao,55,M
3478,Rachana Acharya,61,F
3481,Tejaswini Lamani,55,F
3482,Vidya Badiger,43,F
3482,Uday Kamath,17,M
3483,Sunitha Kamath,67,F
3483,Abdul Patil,27,M
3484,Savitha Rai,29,F
3485,Shivakumar Desai,55,M
3485,Chandana Acharya,67,F
3486,Bhavya Mudaliar,30,F
3486,Imran Rai,59,M
3487,Deepika Madiwalar,51,F
3488,Sushma Bhat,35,F
3489,Sharath Angadi,50,M
3489,Kamala Murthy,46,F
3490,Nandini Shetty,62,F
3490,Ruksana Pujari,56,F
3491,Suresh Murthy,31,M
3492,Farhan Reddy,65,M
3492,Chaitra Jadhav,23,F
3493,Ayesha Bandi,38,F
3494,Varun Talawar,67,M
3494,Netravati Kattimani,21,F
3496,Savitha Naik,36,F
3497,Rizwan Gaonkar,21,M
3497,Nandini Desai,58,F
3498,Basavaraj Nayaka,39,M
3499,Zeenath Uppar,46,F
3501,Vani Rao,29,F
3501,Puneeth Uppar,67,M
3503,Kalpana Kulkarni,62,F
3503,Kamala Naik,18,F
3504,Chandana Khan,24,F
3506,Mahesh Kodagu,40,M
3508,Sunil Badiger,48,M
3508,Suresh Devadiga,63,M
3509,Anil Salian,51,M
3509,Sandeep Kulkarni,29,M
3512,Varun Khan,30,M
3513,Zeenath Devadiga,32,F
3513,Meena Murthy,50,F
3514,Rekha Gaonkar,30,F
3515,Padma Rao,54,F
3516,Vani Rai,25,F
3516,Naveen Gowda,58,M
3519,Geetha Rao,29,F
3519,Mamatha Desai,19,F
3520,Chandana Talawar,41,F
3520,Prakash Reddy,52,M
3521,Santosh Kamath,65,M
3525,Devaraj Bhat,55,M
3526,Bhavya Bandi,67,F
3527,Chandru Kulkarni,40,M
3527,Nandini Salian,17,F
3528,Thimmaiah Acharya,53,M
3528,Hemalatha Salian,69,F
3531,Puneeth Rao,59,M
3532,Dhanya Desai,67,F
3532,Tanveer Kamath,59,M
3540,Mohammed Mudaliar,31,M
3541,Salman Rai,37,M
3541,Raghavendra Rao,37,M
3542,Thimmaiah Talawar,43,M
3542,Ayesha Desai,67,F
3543,Bindu Uppar,40,F
3543,Omkar Suvarna,49,M
3544,Santosh Devadiga,63,M
3544,Kalpana Salian,32,F
3545,Gowramma Hiremath,52,F
3546,Venkatesh Belagavi,27,M
3548,Deepa Shetty,34,F
3548,Rizwan Madiwalar,18,M
3550,Bharathi Reddy,69,F
3550,Hemalatha Devadiga,43,F
3552,Varun Acharya,68,M
3552,Kalpana Khan,48,F
3554,Lalitha Iyer,26,F
3554,Waseem Angadi,62,M
3555,Manjula Suvarna,67,F
3556,Lakshmi Jadhav,19,F
3557,Reshma Jadhav,48,F
3558,Lakshmi Naik,60,F
3559,Deepika Mudaliar,39,F
3559,Sabiha Angadi,26,F
3560,Latha Kumar,38,F
3562,Fatima Wali,37,F
3563,Omkar Rao,45,M
3564,Rajesh Badiger,21,M
3566,Pooja Patil,44,F
3566,Krishna Kamath,22,M
3569,Noor Doddamani,55,F
3570,Bharathi Bhat,60,F
3570,Krishna Bhat,19,M
3571,Nagaraj Gowda,21,M
3571,Hanumantha Belagavi,62,M
3572,Roopa Jadhav,40,F
3573,Waseem Kumar,54,M
3573,Nagaraj Mallya,18,M
3574,Triveni Mudaliar,27,F
3574,Nandish Sharma,29,M
3575,Mamatha Kattimani,25,F
3576,Krishna Hiremath,66,M
3576,Bharathi Reddy,28,F
3577,Lohith Doddamani,24,M
3577,Manjunath Naik,26,M
3582,Vinay Naik,70,M
3584,Hemalatha Shetty,18,F
3585,Vijay Badiger,64,M
3586,Indira Acharya,31,F
3588,Yashoda Badiger,43,F
3588,Netravati Devadiga,59,F
3589,Jagadish Shetty,67,M
3590,Girish Pujari,69,M
3590,Hanumantha Gowda,66,M
3593,Sahana Patil,53,F
3593,Ravi Chavan,60,M
3596,Usha Mudaliar,19,F
3597,Mohammed Talawar,58,M
3597,Basavaraj Shetty,23,M
3598,Rizwan Salian,33,M
3599,Prakash Desai,22,M
3599,Madhu Badiger,44,M
3600,Mamatha Shanbhag,45,F
3601,Ayesha Angadi,47,F
3601,Santosh Hadimani,69,M
3602,Fatima Pujari,57,F
3602,Tejaswini Chavan,61,F
3603,Harish Kodagu,48,M
3604,Triveni Murthy,34,F
3604,Harish Acharya,53,M
3606,Raghavendra Hadimani,21,M
3608,Sunitha Rai,59,F
3609,Raghavendra Mudaliar,60,M
3609,Lakshmi Iyer,48,F
3610,Rachana Gowda,48,F
3610,Ayesha Mudaliar,50,F
3611,Karthik Kamath,63,M
3611,Ranganath Kodagu,27,M
3612,Zeenath Gaonkar,23,F
3612,Padma Mudaliar,29,F
3613,Pooja Chavan,70,F
3614,Harish Iyer,44,M
3614,Uma Rao,62,F
3615,Eshwar Lamani,31,M
3616,Thimmaiah Uppar,50,M
3617,Bhavya Talawar,17,F
3618,Uma Uppar,53,F
3619,Deepa Kulkarni,54,F
3620,Nandish Murthy,55,M
3621,Arun Kumar,54,M
3624,Yogesh Talawar,46,M
3627,Ramesh Kulkarni,19,M
3628,Krishna Kamath,36,M
3628,Kalpana Salian,16,F
3629,Mohammed Kulkarni,16,M
3629,Tejaswini Belagavi,24,F
3630,Omkar Pujari,54,M
3631,Zeenath Talawar,58,F
3632,Salman Desai,55,M
3633,Vani Rao,36,F
3633,Triveni Murthy,18,F
3634,Bindu Doddamani,60,F
3635,Mohammed Iyer,28,M
3635,Tejaswini Reddy,55,F
3636,Anitha Shetty,43,F
3636,Vinay Angadi,47,M
3637,Sunitha Shanbhag,48,F
3638,Rachana Sharma,51,F
3638,Srinivas Uppar,60,M
3640,Usha Murthy,49,F
3640,Dinesh Rao,31,M
3643,Zameer Madiwalar,54,M
3643,Lalitha Jadhav,44,F
3644,Akshata Sharma,62,F
3644,Meena Chavan,53,F
3645,Omkar Desai,20,M
3645,Yashwanth Khan,51,M
3647,Latha Madiwalar,28,F
3647,Noor Chavan,64,F
3648,Sandeep Khan,46,M
3648,Bhavya Jadhav,25,F
3650,Ruksana Angadi,61,F
3650,Rachana Belagavi,17,F
3651,Zameer Kumar,37,M
3652,Vani Lamani,27,F
3652,Jagadish Kamath,39,M
3653,Prakash Chavan,67,M
3653,Srinivas Hegde,36,M
3654,Karthik Pawar,36,M
3655,Thimmaiah Hadimani,16,M
3657,Anitha Kamath,54,F
3658,Latha Kamath,57,F
3659,Kiran Rai,67,M
3659,Vani Doddamani,54,F
3660,Ayesha Nayaka,64,F
3661,Ruksana Iyer,30,F
3662,Deepa Shanbhag,50,F
3662,Raghavendra Shetty,39,M
3664,Ramesh Devadiga,19,M
3665,Gopal Devadiga,49,M
3665,Yashoda Mallya,37,F
3666,Anand Gowda,43,M
3666,Gopal Kulkarni,36,M
3667,Nagaraj Talawar,33,M
3669,Darshan Mallya,34,M
3672,Sharath Reddy,24,M
3672,Akshata Madiwalar,63,F
3674,Triveni Rai,41,F
3676,Akshata Kumar,62,F
3676,Jyothi Pujari,17,F
3677,Roopa Kamath,28,F
3677,Madhu Shanbhag,31,M
3678,Nagaraj Naik,68,M
3681,Sharath Kumar,44,M
3682,Chandana Chavan,20,F
3685,Pallavi Pawar,34,F
3685,Sabiha Kattimani,27,F
3686,Shivakumar Wali,21,M
3686,Naveen Lamani,49,M
3687,Sandeep Acharya,23,M
3687,Rachana Gaonkar,43,F
3688,Zeenath Talawar,21,F
3688,Kalpana Murthy,55,F
3689,Eshwar Wali,22,M
3689,Netravati Talawar,23,F
3690,Puneeth Gaonkar,51,M
3690,Tanveer Devadiga,34,M
3692,Harish Gowda,29,M
3693,Kalpana Devadiga,56,F
3693,Vijay Wali,47,M
3694,Pooja Pawar,46,F
3694,Deepika Acharya,37,F
3695,Suresh Pujari,32,M
3695,Rekha Badiger,47,F
3697,Thimmaiah Uppar,52,M
3698,Savitha Acharya,61,F
3699,Shwetha Bandi,64,F
3700,Ranganath Lamani,52,M
3703,Meena Jadhav,29,F
3704,Kalpana Reddy,16,F
3705,Imran Belagavi,17,M
3705,Kiran Mudaliar,65,M
3706,Dinesh Naik,32,M
3707,Padma Kattimani,64,F
3707,Ayesha Pawar,60,F
3708,Yogesh Salian,28,M
3708,Dhanya Hadimani,44,F
3709,Naveen Uppar,18,M
3709,Nandish Rao,33,M
3710,Rajesh Wali,59,M
3710,Bhavya Iyer,70,F
3711,Kavya Reddy,38,F
3711,Uday Salian,36,M
3712,Balaji Rao,16,M
3712,Manjula Kumar,61,F
3713,Triveni Chavan,50,F
3713,Pooja Sharma,55,F
3714,Kamala Kamath,69,F
3718,Sandeep Kodagu,21,M
3718,Kalpana Mallya,17,F
3719,Shwetha Reddy,32,F
3719,Rachana Badiger,39,F
3721,Geetha Nayaka,21,F
3721,Geetha Patil,45,F
3723,Chandana Kattimani,62,F
3724,Ayesha Gowda,32,F
3725,Dhanya Shetty,66,F
3726,Naveen Uppar,22,M
3726,Nagaraj Gaonkar,20,M
3727,Akshata Desai,42,F
3727,Farhan Pawar,37,M
3728,Srinivas Mudaliar,31,M
3730,Naveen Bhat,70,M
3730,Mamatha Wali,17,F
3731,Prakash Pawar,23,M
3731,Omkar Reddy,37,M
3734,Reshma Murthy,47,F
3735,Kamala Nayaka,60,F
3735,Shwetha Iyer,69,F
3736,Anitha Madiwalar,43,F
3737,Basavaraj Talawar,22,M
3737,Lokesh Khan,27,M
3738,Vijay Desai,19,M
3739,Farhan Kamath,57,M
3739,Shivakumar Naik,18,M
3740,Farhan Chavan,38,M
3743,Yashoda Belagavi,57,F
3744,Rizwan Talawar,35,M
3745,Ananya Angadi,61,F
3745,Imran Sharma,62,M
3746,Karthik Madiwalar,59,M
3746,Arun Talawar,65,M
3752,Krishna Reddy,58,M
3752,Prakash Murthy,16,M
3754,Mahesh Rai,48,M
3756,Bhavya Suvarna,67,F
3756,Bharathi Mallya,34,F
3758,Girish Nayaka,49,M
3759,Dhanya Lamani,57,F
3760,Zeenath Badiger,53,F
3761,Karthik Hadimani,36,M
3761,Raghavendra Hegde,34,M
3762,Lohith Bhat,69,M
3764,Eshwar Sharma,62,M
3764,Lokesh Suvarna,43,M
3765,Gopal Reddy,44,M
3765,Pallavi Lamani,27,F
3767,Pallavi Doddamani,49,F
3768,Sabiha Kodagu,57,F
3768,Gowramma Angadi,66,F
3771,Lokesh Naik,31,M
3771,Manjula Lamani,58,F
3772,Usha Badiger,26,F
3773,Chandana Kumar,27,F
3774,Mamatha Wali,46,F
3775,Rekha Kodagu,57,F
3775,Indira Pawar,53,F
3776,Dhanya Bhat,52,F
3779,Gowramma Rao,50,F
3780,Hanumantha Iyer,57,M
3780,Triveni Salian,31,F
3781,Prakash Pujari,21,M
3781,Rachana Hegde,44,F
3785,Arun Hegde,22,M
3785,Waseem Khan,45,M
3786,Meena Talawar,57,F
3787,Mahesh Mallya,50,M
3789,Rajesh Kumar,16,M
3790,Rekha Reddy,48,F
3790,Gopal Talawar,36,M
3791,Zameer Devadiga,23,M
3792,Meena Shanbhag,33,F
3793,Deepika Mallya,42,F
3793,Pavan Gaonkar,24,M
3794,Lokesh Chavan,55,M
3795,Venkatesh Kodagu,65,M
3795,Suresh Rai,55,M
3796,Kalpana Rai,34,F
3796,Geetha Kulkarni,63,F
3797,Kavya Kodagu,44,F
3797,Dinesh Hiremath,22,M
3799,Deepa Murthy,60,F
3800,Krishna Reddy,48,M
3801,Venkatesh Khan,42,M
3802,Deepa Salian,54,F
3803,Lakshmi Mallya,23,F
3803,Puneeth Rao,67,M
3804,Ishwarya Reddy,18,F
3804,Darshan Gowda,26,M
3805,Zeenath Wali,40,F
3805,Vinay Shanbhag,16,M
3807,Lohith Desai,32,M
3807,Ayesha Angadi,46,F
3808,Shwetha Chavan,21,F
3809,Yashoda Mallya,39,F
3809,Venkatesh Madiwalar,47,M
3812,Savitha Shanbhag,59,F
3812,Uday Suvarna,48,M
3813,Balaji Gaonkar,62,M
3813,Yogesh Suvarna,65,M
3814,Nithin Bhat,28,M
3816,Rachana Pujari,33,F
3816,Manjunath Reddy,67,M
3817,Sharath Madiwalar,22,M
3818,Zeenath Murthy,68,F
3818,Yashwanth Shetty,33,M
3819,Chandana Uppar,23,F
3820,Lokesh Desai,25,M
3820,Reshma Kumar,39,F
3821,Imran Patil,64,M
3823,Yogesh Desai,60,M
3823,Ayesha Lamani,69,F
3824,Padma Pawar,41,F
3824,Kavya Shanbhag,48,F
3825,Puneeth Kodagu,63,M
3826,Eshwar Lamani,70,M
3827,Prakash Hadimani,64,M
3827,Ishwarya Devadiga,55,F
3829,Zeenath Bhat,55,F
3829,Waseem Acharya,46,M
3832,Indira Kodagu,21,F
3832,Bharathi Gaonkar,38,F
3833,Harish Kamath,27,M
3834,Manjunath Acharya,45,M
3835,Nandini Sharma,60,F
3836,Kamala Suvarna,56,F
3837,Yogesh Kodagu,68,M
3837,Bindu Iyer,33,F
3838,Kavya Sharma,52,F
3838,Venkatesh Kodagu,50,M
3839,Shwetha Desai,16,F
3839,Prakash Shanbhag,50,M
3841,Chaitra Mudaliar,21,F
3842,Vidya Devadiga,33,F
3842,Meena Salian,44,F
3845,Madhu Devadiga,38,M
3846,Mamatha Kumar,43,F
3846,Gayathri Gaonkar,58,F
3847,Manjula Kamath,63,F
3849,Rekha Kamath,27,F
3849,Dinesh Nayaka,24,M
3850,Varun Murthy,17,M
3850,Indira Badiger,43,F
3852,Vinay Jadhav,51,M
3853,Usha Kamath,49,F
3854,Uma Talawar,34,F
3854,Chaitra Patil,23,F
3855,Waseem Madiwalar,62,M
3856,Krishna Gowda,18,M
3857,Farhan Jadhav,46,M
3858,Sandeep Rao,46,M
3859,Imran Bhat,56,M
3859,Vinay Doddamani,45,M
3861,Shwetha Suvarna,39,F
3861,Nandish Desai,54,M
3862,Ravi Bhat,50,M
3862,Savitha Pawar,47,F
3863,Geetha Desai,17,F
3864,Ishwarya Devadiga,60,F
3864,Shwetha Madiwalar,29,F
3865,Fatima Pawar,18,F
3865,Ayesha Naik,55,F
3866,Deepika Suvarna,60,F
3866,Eshwar Kattimani,68,M
3867,Anitha Murthy,56,F
3868,Kavya Suvarna,21,F
3868,Chaitra Hadimani,36,F
3869,Akshata Pujari,17,F
3869,Basavaraj Kulkarni,27,M
3871,Nithin Doddamani,63,M
3874,Kavya Lamani,25,F
3874,Ananya Naik,16,F
3876,Noor Kamath,62,F
3877,Lokesh Kamath,66,M
3879,Mahesh Belagavi,21,M
3879,Dhanya Suvarna,34,F
3880,Harish Patil,69,M
3881,Yogesh Khan,16,M
3881,Abdul Talawar,36,M
3883,Uma Uppar,66,F
3883,Sabiha Pawar,31,F
3884,Lokesh Kattimani,28,M
3884,Rachana Murthy,63,F
3886,Shivakumar Gowda,22,M
3887,Mohammed Iyer,24,M
3887,Uday Iyer,26,M
3891,Ananya Mallya,24,F
3892,Waseem Madiwalar,52,M
3893,Sandeep Suvarna,29,M
3894,Meena Chavan,18,F
3894,Zameer Murthy,35,M
3897,Arun Badiger,47,M
3897,Varun Talawar,25,M
3898,Varun Belagavi,30,M
