AccusedMasterID,CaseMasterID,AccusedName,AgeYear,GenderID,FatherName,PersonID
1518,1486,Dinesh Doddamai,25,M,,A1
1519,1487,Shivakumar Naik,27,M,Thimmaiah,A1
1520,1488,Chetan Suvarna,31,M,Kiran,A1
1521,1489,Chetan Acharya,26,M,Thimmaiah,A1
1522,1490,Waseem Hegde,35,M,Sharath,A1
1523,1491,Ganesh Sharma,50,M,Ravi,A1
1524,1492,Mohammed Kulkarni,32,M,Waseem,A1
1525,1493,Puneeth Kumar,26,M,Farhan,A1
1526,1494,Nagaraj Talawar,24,M,Nandish,A1
1527,1495,Zameer Kdagu,52,M,Chetan,A1
1528,1496,Vijay Patil,49,M,Krishna,A1
1529,1497,Karthik Naik,25,M,Prakash,A1
1530,1498,Nagaraj Kamath,33,M,Balaji,A1
1531,1499,Abdul Shetty,24,M,Gopal,A1
1532,1500,Madhu Kamath,44,M,,A1
1533,1501,Farhan Gaonkar,47,M,Krishna,A1
1534,1502,Ramesh Gowda,47,M,Omkar,A1
1535,1503,Thimmaiah Pawar,24,M,,A1
1536,1504,Lohith Pawar,20,M,Tanveer,A1
1537,1505,Raghavendra Hegde,35,M,Sharath,A1
1538,1506,Gayathri Angadi,20,F,,A1
1539,1507,Padma Shetty,22,F,Tanveer,A1
1540,1508,Fatima Mallya,35,F,Girish,A1
1541,1509,Tanveer Doddamani,23,M,Prakash,A1
1542,1510,Vinay Kumar,27,M,Puneeth,A1
1543,1511,Nithin Khan,38,M,Abdul,A1
1544,1512,Ranganath Belagavi,52,M,Prakash,A1
1545,1513,Meena Devadiga,23,F,,A1
1546,1514,Zameer Kumar,36,M,Tanveer,A1
1547,1515,Chandru Doddamani,41,M,Ranganath,A1
1548,1516,Devaraj Mallya,37,M,Anand,A1
1549,1517,Zameer Gaonkar,18,M,,A1
1550,1518,Vani Kulkarni,38,F,Vinay,A1
1551,1519,Gopal Shanbhag,52,M,Sharath,A1
1552,1520,Nandish Kamath,53,M,Thimmaiah,A1
1553,1521,Sharath Chavan,45,M,Manjunath,A1
1554,1522,Yashwanth Nayaka,24,M,Krishna,A1
1555,1523,Darshan Gaonkar,30,M,,A1
1556,1524,Latha Chavan,39,F,Eshwar,A1
1557,1525,Varun Shanbhag,42,M,Karthik,A1
1558,1526,Varun Sharma,41,M,Kiran,A1
1559,1527,Netravati Hadimani,51,F,Harish,A1
1560,1528,Vijay Naik,26,M,Sharath,A1
1561,1529,Ruksana Kulkarni,28,F,,A1
1562,1530,Vinay Doddamani,28,M,,A1
1563,1531,Tanveer Kodagu,22,M,,A1
1564,1532,Imran Madiwalar,45,M,Sunil,A1
1565,1533,Waseem Hadimani,36,M,,A1
1566,1534,Zeenath Hegde,35,F,Sunil,A1
1567,1535,Omkar Chavan,35,M,Harish,A1
1568,1536,Rizwan Wali,18,M,Anil,A1
1569,1537,Naveen Mallya,24,M,Jagadish,A1
1570,1538,Devaraj Chavan,37,M,Sharath,A1
1571,1539,Chandru Suvarna,17,M,Krishna,A1
1572,1540,Harish Desai,26,M,,A1
1573,1541,Nandish Patil,18,M,,A1
1574,1542,Rajesh Hadimani,33,M,Balaji,A1
1575,1543,Praveen Reddy,26,M,Manjunath,A1
1576,1544,Srinivas Badiger,51,M,Basavaraj,A1
1577,1545,Basavaraj Belagavi,26,M,Darshan,A1
1578,1546,Ramesh Bhat,47,M,Nandish,A1
1579,1547,Puneeth Kamath,51,M,Balaji,A1
1580,1548,Madhu Nayaka,49,M,Vinay,A1
1581,1549,Sharath Chavan,25,M,Nithin,A1
1582,1550,Sandeep Sharma,23,M,Umesh,A1
1583,1551,Yashoda Patil,22,F,Santosh,A1
1584,1552,Girish Rao,30,M,Jagadish,A1
1585,1553,Praveen Iyer,46,M,Nagaraj,A1
1586,1554,Girish Mllya,47,M,,A1
1587,1555,Anand Lamani,23,M,Raghavendra,A1
1588,1556,Yogesh Khan,36,M,Farhan,A1
1589,1557,Harish Suvarna,48,M,Mahesh,A1
1590,1558,Varun Sharma,40,M,Rizwan,A1
1591,1559,Girish Gaonkar,29,M,Uday,A1
1592,1560,Madhu Pawar,54,M,Raghavendra,A1
1593,1561,Triveni Hadimani,48,F,Vijay,A1
1594,1562,S. Shetty,55,M,Sunil,A1
1595,1563,Lokesh Patil,28,M,Sandeep,A1
1596,1564,Madhu Gaonkar,36,M,Mahesh,A1
1597,1565,Uday Nyaka,43,M,Sharath,A1
1598,1566,Chetan Kuar,31,M,Venkatesh,A1
1599,1567,Nandish Gaonkar,24,M,Anil,A1
1600,1568,Arun Salian,39,M,Anil,A1
1601,1569,Dinesh Hadimani,41,M,Vijay,A1
1602,1570,Kiran Devadiga,55,M,Yogesh,A1
1603,1571,Pooja Kumar,50,F,Jagadish,A1
1604,1572,Anand Madiwalar,48,M,Hanumantha,A1
1605,1573,Gowramma Uppar,36,F,Zameer,A1
1606,1574,Padma Sharma,52,F,Sandeep,A1
1607,1575,Prakash Talawar,45,M,Yashwanth,A1
1608,1576,Lalitha Mudaliar,29,F,Devaraj,A1
1609,1577,Uday Jadhav,31,M,Santosh,A1
1610,1578,Bhavya Chavan,22,F,C.,A1
1611,1579,Ganesh Pawar,38,M,,A1
1612,1580,Uday Rai,54,M,Lohith,A1
1613,1581,Roopa Chavan,55,F,,A1
1614,1582,Rajesh Khan,36,M,Farhan,A1
1615,1583,Ramesh Kamath,46,M,Imran,A1
1616,1584,Basavaraj Uppar,25,M,Karthik,A1
1617,1585,Reshma Kamath,32,F,Praveen,A1
1618,1586,Umesh Pujari,45,M,Arun,A1
1619,1587,Madhu Shanbhag,38,M,Jagadish,A1
1620,1588,Prakash Talawar,47,M,Yashwanth,A1
1621,1589,Farhan Patil,30,M,Manjunath,A1
1622,1590,Kamala Kumar,20,F,Lohith,A1
1623,1591,Karthik Shanbhag,46,M,Puneeth,A1
1624,1592,Sunil Mllya,25,M,Prakash,A1
1625,1593,Mahesh Belagavi,50,M,Rajesh,A1
1626,1594,Raghavendra Rao,26,M,Basavaraj,A1
1627,1595,Raghavendra Rai,48,M,Puneeth,A1
1628,1596,Thimmaiah Hegde,50,M,Varun,A1
1629,1597,Tanveer Kamath,18,M,Eshwar,A1
1630,1598,Tanveer Redy,23,M,Mohammed,A1
1631,1599,Venkatesh Madiwalar,23,M,Omkar,A1
1632,1600,Venkatesh Iyer,19,M,Basavaraj,A1
1633,1601,Nandish Mdiwalar,35,M,Raghavendra,A1
1634,1602,Roopa Kodagu,36,F,,A1
1635,1603,Naveen Chavan,44,M,Eshwar,A1
1636,1604,Krishna Kulkarni,22,M,Jagadish,A1
1637,1605,Nandish Suvarna,23,M,Chandru,A1
1638,1606,Harish Rai,29,M,Balaji,A1
1639,1607,Praveen Naik,37,M,Basavaraj,A1
1640,1608,Venkatesh Chavan,21,M,,A1
1641,1609,Dinesh Kulkarni,49,M,Omkar,A1
1642,1610,Thimmaiah Badiger,24,M,Chandru,A1
1643,1611,Puneeth Chavan,24,M,,A1
1644,1612,Dinesh Salian,43,M,,A1
1645,1613,Lakshmi Kulkarni,20,F,Dinesh,A1
1646,1614,Suresh Rai,24,M,Balaji,A1
1647,1615,Waseem Acharya,39,M,Devaraj,A1
1648,1616,Anand Suvarna,31,M,Waseem,A1
1649,1617,Shivakumar Devadiga,21,M,Naveen,A1
1650,1618,Chaitra Uppar,33,F,,A1
1651,1619,Balaji Gowda,28,M,Anand,A1
1652,1620,Naveen Reddy,18,M,R.,A1
1653,1621,Rizwan Kodagu,17,M,Umesh,A1
1654,1622,Lohith Talawar,19,M,Basavaraj,A1
1655,1623,Indira Desai,30,F,Anil,A1
1656,1624,Naveen Jadhav,48,M,Santosh,A1
1657,1625,Srinivas Bandi,49,M,Suresh,A1
1658,1626,Basavaraj Jadhav,25,M,,A1
1659,1627,Vinay Kattimani,44,M,,A1
1660,1628,Venkatesh Muthy,34,M,Suresh,A1
1661,1629,Vani Shanbhag,52,F,Zameer,A1
1662,1630,Vinay Kulkarni,39,M,Sunil,A1
1663,1631,Divya Iyer,29,F,,A1
1664,1632,Yashwanth Kodagu,29,M,Harish,A1
1665,1633,Mahesh Khan,40,M,Prakash,A1
1666,1634,Manjunath Nayaka,24,M,Varun,A1
1667,1635,Chetan Sharma,37,M,Basavaraj,A1
1668,1636,Naveen Hegde,33,M,Santosh,A1
1669,1637,Sharath Iyer,38,M,Ramesh,A1
1670,1638,Krishna Doddamani,56,M,,A1
1671,1638,Venkatesh Salian,44,M,Puneeth,A2
1672,1638,Thimmaiah Lamani,27,M,Nagaraj,A3
1673,1639,Usha Kamath,29,F,,A1
1674,1640,Umesh Uppar,33,M,Vijay,A1
1675,1641,Omkar Gowda,27,M,,A1
1676,1642,Suresh Rai,42,M,Venkatesh,A1
1677,1643,Vijay Bandi,24,M,Yogesh,A1
1678,1644,Salman Kulkarni,38,M,,A1
1679,1645,Karthik Kattimani,36,M,Anand,A1
1680,1646,Kiran Belagavi,37,M,Nagaraj,A1
1681,1647,Kamala Suvara,20,F,Praveen,A1
1682,1648,Manjula Kulkarni,22,F,Madhu,A1
1683,1649,Venkatesh Rao,22,M,Imran,A1
1684,1650,Farhan Kumar,29,M,Balaji,A1
1685,1651,Hanumantha Uppar,53,M,Lokesh,A1
1686,1652,Bharathi Chavan,38,F,Omkar,A1
1687,1653,Ravi Jadhav,56,M,Srinivas,A1
1688,1654,Zameer Hiremath,51,M,Manjunath,A1
1689,1655,Madhu Mudaliar,30,M,Anil,A1
1690,1656,Nagaraj Shetty,35,M,Praveen,A1
1691,1657,Nandish Shetty,30,M,,A1
1692,1658,Farhan Shetty,39,M,Uday,A1
1693,1659,Lohith Khan,34,M,Vinay,A1
1694,1660,Lokesh Desai,50,M,Yashwanth,A1
1695,1661,Srinivas Bhat,24,M,,A1
1696,1662,Lakshmi Hadimani,20,F,Karthik,A1
1697,1663,Suresh Rao,20,M,Ramesh,A1
1698,1664,Varun Kattimani,51,M,Basavaraj,A1
1699,1665,Eshwar Acharya,28,M,,A1
1700,1666,Rajesh Svarna,24,M,Basavaraj,A1
1701,1667,A. Hadimani,20,M,Varun,A1
1702,1668,Prakash Hegde,18,M,Suresh,A1
1703,1669,Thimmaiah Patil,19,M,Lohith,A1
1704,1670,Chaitra Uppar,22,F,Ravi,A1
1705,1671,Lohith Bandi,44,M,,A1
1706,1672,Darshan Gowda,35,M,Balaji,A1
1707,1673,Prakash Doddamani,21,M,Harish,A1
1708,1674,Balaji Pujari,20,M,,A1
1709,1675,Anil Sharma,38,M,Varun,A1
1710,1676,Nandish Doddamani,37,M,Ravi,A1
1711,1677,Gopal Shetty,19,M,Prakash,A1
1712,1678,Yashwanth Mudaliar,25,M,,A1
1713,1679,Zameer Pujari,47,M,Basavaraj,A1
1714,1680,Suresh Hadimani,22,M,Raghavendra,A1
1715,1681,Dinesh Kulkarni,19,M,Balaji,A1
1716,1682,Imran Kukarni,55,M,,A1
1717,1683,Divya Gaonkar,35,F,,A1
1718,1684,Anil Bhat,39,M,Ganesh,A1
1719,1685,Manjunath Bandi,42,M,Devaraj,A1
1720,1686,Tanveer Khan,21,M,Girish,A1
1721,1687,Savitha Salian,52,F,Srinivas,A1
1722,1688,Lokesh Wali,23,M,Karthik,A1
1723,1689,Mahesh Saian,49,M,Darshan,A1
1724,1690,V. Rai,53,M,Pavan,A1
1725,1691,Rajesh Hegde,37,M,Omkar,A1
1726,1692,Raghavendra Iyr,36,M,Salman,A1
1727,1693,Nithin Rao,29,M,Lohith,A1
1728,1694,Raghavendra Shanbhag,20,M,Shivakumar,A1
1729,1695,Farhan Nayaka,42,M,Krishna,A1
1730,1696,Lohith Hiremath,41,M,Ravi,A1
1731,1697,Mahesh Wali,27,M,Balaji,A1
1732,1698,Venkatesh Wali,30,M,Devaraj,A1
1733,1699,Vinay Pujari,21,M,Abdul,A1
1734,1700,Shivakumar Kulkarni,19,M,Tanveer,A1
1735,1701,Ravi Murthy,44,M,Prakash,A1
1736,1702,Imran Desai,46,M,Umesh,A1
1737,1703,Ravi Shanbag,53,M,Prakash,A1
1738,1704,Tanveer Khan,54,M,Salman,A1
1739,1705,Chandru Bandi,29,M,Kiran,A1
1740,1706,Mohammed Mallya,49,M,Jagadish,A1
1741,1707,Krishna Khan,27,M,,A1
1742,1708,Sandeep Pawar,38,M,,A1
1743,1709,Madhu Reddy,31,M,Anand,A1
1744,1710,Shivakumar Kattimani,35,M,,A1
1745,1711,Vijay Kamath,47,M,Anil,A1
1746,1712,Mahesh Angadi,35,M,Nandish,A1
1747,1713,Madhu Bandi,39,M,Yogesh,A1
1748,1714,Jagadish Salian,31,M,Dinesh,A1
1749,1715,Jagadish Shanbhag,46,M,Harish,A1
1750,1716,Naveen Murthy,34,M,Yogesh,A1
1751,1717,Gopal Acharya,26,M,Gopal,A1
1752,1718,Tejaswini Shetty,29,F,Kiran,A1
1753,1719,Varun Hadimani,47,M,Mohammed,A1
1754,1720,Anitha Mallya,55,F,Mahesh,A1
1755,1721,Lohith Kumar,28,M,,A1
1756,1722,Devaraj Pail,47,M,Ravi,A1
1757,1723,Shivakumar Gowda,23,M,Waseem,A1
1758,1724,Uday Pujari,23,M,Raghavendra,A1
1759,1725,Puneeth Devadiga,41,M,Uday,A1
1760,1726,Dinesh Upar,22,M,Salman,A1
1761,1727,Lokesh Kamah,29,M,Rajesh,A1
1762,1728,Tanveer Lamani,24,M,Mohammed,A1
1763,1729,Sandeep Mudaliar,54,M,,A1
1764,1730,Srinivas Bandi,48,M,Suresh,A1
1765,1731,Ravi Jadhav,29,M,Tanveer,A1
1766,1732,Yashwanth Murthy,26,M,Santosh,A1
1767,1733,Jagadish Uppar,23,M,Nithin,A1
1768,1734,Lakshmi Rao,36,F,Abdul,A1
1769,1735,Balaji Kulkarni,45,M,Naveen,A1
1770,1736,Abdul Jadhav,43,M,Harish,A1
1771,1737,Thimmaiah Nayaka,19,M,Balaji,A1
1772,1738,Balaji Rai,31,M,,A1
1773,1739,Devaraj Jadhav,52,M,Rizwan,A1
1774,1740,Krishna Devadiga,24,M,Imran,A1
1775,1741,Anand Madiwalar,23,M,Madhu,A1
1776,1742,Karthik Mudaliar,18,M,,A1
1777,1743,Sahana,42,F,Ganesh,A1
1778,1744,Farhan Chavan,18,M,Salman,A1
1779,1745,Darshan Salian,45,M,Tanveer,A1
1780,1746,Pooja Naik,39,F,Hanumantha,A1
1781,1747,Basavaraj Devadiga,35,M,,A1
1782,1748,Praveen Patil,37,M,Arun,A1
1783,1749,Omkar Salian,39,M,Santosh,A1
1784,1750,Arun Badiger,35,M,,A1
1785,1751,Ganesh Hiremath,32,M,Yogesh,A1
1786,1752,Mamatha Khan,52,F,Mahesh,A1
1787,1753,Mahesh Angadi,35,M,Nandish,A1
1788,1754,Karthik Angadi,20,M,Raghavendra,A1
1789,1755,Hanumantha Nayaka,54,M,Omkar,A1
1790,1756,Ganesh Rai,41,M,Naveen,A1
1791,1757,Thimmaiah Devadiga,41,M,Ganesh,A1
1792,1758,Rekha Gaonkar,23,F,Nagaraj,A1
1793,1759,Chandru Iyer,53,M,Karthik,A1
1794,1760,Naveen Mudaliar,19,M,Venkatesh,A1
1795,1761,Salman Nayaka,18,M,,A1
1796,1762,Abdul Nayaka,43,M,Raghavendra,A1
1797,1763,Mahesh Mudaliar,54,M,Varun,A1
1798,1764,Nagaraj Pawar,43,M,,A1
1799,1765,N. Mallya,46,M,Omkar,A1
1800,1766,Salman Kattimani,49,M,Omkar,A1
1801,1767,Venkatesh Salin,36,M,Rizwan,A1
1802,1768,Sandeep Patil,28,M,Kiran,A1
1803,1769,Nandish Mudaliar,18,M,Darshan,A1
1804,1770,Santosh Sharma,38,M,Madhu,A1
1805,1771,Sunitha Reddy,29,F,Hanumantha,A1
1806,1772,Vinay Kulkarni,33,M,Naveen,A1
1807,1773,Abdul Rao,41,M,,A1
1808,1774,Balaji Sharma,45,M,Imran,A1
1809,1775,Vijay Rai,47,M,Anil,A1
1810,1776,Nandish Madiwalar,36,M,Raghavendra,A1
1811,1777,Mahesh Lamani,47,M,Mahesh,A1
1812,1778,Rajesh Badiger,38,M,Pavan,A1
1813,1779,Madhu Bandi,27,M,Hanumantha,A1
1814,1780,Gowramma Belagavi,41,F,Chandru,A1
1815,1781,Mohammed Belagavi,19,M,Waseem,A1
1816,1782,Mahesh Angadi,34,M,Nandish,A1
1817,1783,Zameer Hiremath,30,M,Jagadish,A1
1818,1784,Yashoda Pawar,28,F,,A1
1819,1785,Eshwar Talawar,36,M,Manjunath,A1
1820,1786,Thimmaiah Hegde,49,M,Varun,A1
1821,1787,Farhan Patil,31,M,Manjunath,A1
1822,1788,Ramesh Khan,26,M,,A1
1823,1789,Arun Angadi,30,M,Pavan,A1
1824,1790,Sharath Kulkarni,38,M,Thimmaiah,A1
1825,1791,Manjunath Khan,24,M,,A1
1826,1792,Anand Pujari,54,M,R.,A1
1827,1793,Venkatesh Madiwalar,55,M,Nagaraj,A1
1828,1794,Sunil Bhat,46,M,Balaji,A1
1829,1795,Sunil Nayaka,28,M,Jagadish,A1
1830,1796,Manjunath Doddamani,23,M,Farhan,A1
1831,1797,Uday Hadimani,39,M,Anil,A1
1832,1798,Abdul Jadhav,45,M,,A1
1833,1799,Netravati Bandi,25,F,Praveen,A1
1834,1800,Thimmaiah Lamani,53,M,,A1
1835,1801,Lohith Mudaliar,35,M,Thimmaiah,A1
1836,1802,Ravi Salian,28,M,Puneeth,A1
1837,1803,Madhu Gaonkar,36,M,Mahesh,A1
1838,1804,Kamala Naik,33,F,Tanveer,A1
1839,1805,Devaraj Bandi,23,M,,A1
1840,1806,K. Rai,54,M,Imran,A1
1841,1807,Venkatesh Patil,22,M,Chandru,A1
1842,1808,Mohammed Desai,24,M,Nithin,A1
1843,1809,Prakash Uppar,43,M,Suresh,A1
1844,1810,Mohammed Hadimni,49,M,Anand,A1
1845,1811,Vijay Wali,34,M,Mahesh,A1
1846,1812,Sunil Rai,53,M,Venkatesh,A1
1847,1813,Latha Chavan,40,F,Eshwar,A1
1848,1814,Lokesh Gowda,55,M,Suresh,A1
1849,1815,Prakash Talaar,54,M,Salman,A1
1850,1816,Lohith Naik,47,M,,A1
1851,1817,Pavan Belagavi,35,M,,A1
1852,1818,Basavaraj Shanhag,37,M,Ganesh,A1
1853,1819,Waseem Wli,19,M,Kiran,A1
1854,1820,Harish Madiwalar,48,M,Uday,A1
1855,1821,Gopal Kattimani,47,M,Nagaraj,A1
1856,1822,Mohammed Badiger,23,M,Anil,A1
1857,1823,Ravi Khan,21,M,Yashwanth,A1
1858,1824,Gopal Angadi,44,M,Srinivas,A1
1859,1825,Shivakumar Sharma,40,M,Suresh,A1
1860,1825,Venkatesh Salian,42,M,Puneeth,A2
1861,1826,V. Salian,43,M,Jagadish,A1
1862,1827,Shivakumar Sharma,39,M,Suresh,A1
1863,1827,Krishna Doddamani,55,M,,A2
1864,1828,Vinay Acharya,26,M,Mahesh,A1
1865,1829,Darshan Mudaliar,29,M,Lohith,A1
1866,1830,Dhanya Wali,36,F,Dinesh,A1
1867,1831,Kalpana Kamath,25,F,Yashwanth,A1
1868,1832,Girish Belagavi,30,M,Vinay,A1
1869,1833,Raghavendra Kumar,34,M,Srinivas,A1
1870,1834,Ganesh Pujari,47,M,Omkar,A1
1871,1835,Vijay Rai,38,M,,A1
1872,1836,Hanumantha Hadimani,23,M,Devaraj,A1
1873,1837,Triveni Chavan,23,F,,A1
1874,1838,Varun Jadhav,52,M,Suresh,A1
1875,1838,Rajesh Mallya,46,M,Harish,A2
1876,1839,Sunil Doddamani,31,M,Balaji,A1
1877,1840,Reshma Doddamani,21,F,Venkatesh,A1
1878,1841,Rajesh Badiger,34,M,Ranganath,A1
1879,1842,Devaraj Salian,50,M,Ranganath,A1
1880,1843,Anand Kodagu,48,M,Uday,A1
1881,1844,Rachana Kamath,34,F,,A1
1882,1845,Akshata Sharma,41,F,,A1
1883,1846,Puneeth Kumar,22,M,,A1
1884,1847,Venkatesh Naik,52,M,Imran,A1
1885,1848,Farhan Devadia,21,M,Balaji,A1
1886,1849,Abdul Badiger,30,M,Basavaraj,A1
1887,1850,Sushma Naik,56,F,Hanumantha,A1
1888,1851,Sandeep Iyer,26,M,Mahesh,A1
1889,1852,Farhan Patil,20,M,Farhan,A1
1890,1853,Ranganath Kulkarni,55,M,Madhu,A1
1891,1854,Harish Iyer,46,M,Sharath,A1
1892,1855,Darshan Pujari,53,M,Eshwar,A1
1893,1856,Ganesh Kattimai,45,M,Omkar,A1
1894,1857,M. Kodagu,46,M,Abdul,A1
1895,1858,Dinesh Sharma,24,M,Vijay,A1
1896,1859,Karthik Suvarna,32,M,Puneeth,A1
1897,1859,Varun Jadhav,52,M,Suresh,A2
1898,1860,Thimmaiah Laani,26,M,Nagaraj,A1
1899,1860,Shivakumar Sharma,38,M,Suresh,A2
1900,1860,Kiran Sharma,35,M,Sunil,A3
1901,1861,Nandish Doddamani,28,M,Ranganath,A1
1902,1862,Nandish Uppar,18,M,Santosh,A1
1903,1863,Manjunath Suvarna,35,M,Varun,A1
1904,1864,Madhu,41,M,Jagadish,A1
1905,1865,Uday Nayaka,42,M,Sharath,A1
1906,1866,Venkatesh Salian,42,M,Puneeth,A1
1907,1866,Thimmaiah Lamani,26,M,Nagaraj,A2
1908,1866,Kiran Shrma,34,M,Sunil,A3
1909,1867,Ranganath Madiwalar,30,M,Yashwanth,A1
1910,1868,Krishna Kodagu,36,M,Nagaraj,A1
1911,1869,Yashwanth Belagavi,34,M,Waseem,A1
1912,1870,Pallavi Madialar,33,F,,A1
1913,1871,Ravi Gowda,35,M,Puneeth,A1
1914,1871,Vinay Bhat,18,M,Balaji,A2
1915,1871,Abdul Pawar,47,M,Vijay,A3
1916,1871,Prakash Shetty,19,M,,A4
1917,1872,Hemalatha Angadi,39,F,Ramesh,A1
1918,1873,Ruksana Madiwalar,51,F,Gopal,A1
1919,1874,Waseem Madiwalar,43,M,Dinesh,A1
1920,1875,Lalitha Wali,50,F,Rizwan,A1
1921,1876,Chandru Acharya,21,M,Sunil,A1
1922,1877,Zameer Pawar,20,M,Puneeth,A1
1923,1878,Ravi Rai,20,M,Jagadish,A1
1924,1879,Farhan Salian,53,M,Harish,A1
1925,1880,Anil Jadhav,44,M,Umesh,A1
1926,1881,Vijay Shanbhag,40,M,Raghavendra,A1
1927,1882,Savitha Pawar,27,F,Balaji,A1
1928,1883,Rizwan Hege,40,M,Ravi,A1
1929,1884,Sunil Kattimani,20,M,Srinivas,A1
1930,1885,Manjunath Rddy,23,M,Uday,A1
1931,1886,Sunil Talawar,23,M,Girish,A1
1932,1887,Uday Bhat,38,M,Anil,A1
1933,1888,Uday Sharma,44,M,,A1
1934,1889,Abdul Jadhav,36,M,Ranganath,A1
1935,1890,Ranganath Salian,36,M,K.,A1
1936,1891,Lokesh Kattiani,40,M,Eshwar,A1
1937,1892,Jagadish Patil,26,M,,A1
1938,1893,Rajesh Patil,18,M,Yogesh,A1
1939,1894,Balaji Hadimani,55,M,,A1
1940,1895,Vijay Mudaliar,25,M,Gopal,A1
1941,1896,Eshwar Madiwalar,54,M,Rizwan,A1
1942,1897,Devaraj Jadhav,37,M,Anand,A1
1943,1898,Vinay Naik,47,M,,A1
1944,1899,Balaji Acharya,22,M,Abdul,A1
1945,1900,Prakash Acharya,36,M,Kiran,A1
1946,1901,Tanveer Mallya,43,M,Manjunath,A1
1947,1902,Rajesh Rao,54,M,,A1
1948,1903,Hanumantha Sharma,34,M,Srinivas,A1
1949,1903,Rachana Lamani,34,F,,A2
1950,1903,Anil Mallya,49,M,,A3
1951,1904,Hanumantha Uppar,40,M,Vinay,A1
1952,1905,Girish Mallya,33,M,Venkatesh,A1
1953,1906,Chandru Kumar,43,M,L.,A1
1954,1907,Raghavendra Kodagu,22,M,Vinay,A1
1955,1908,Chandru Hiremath,32,M,Zameer,A1
1956,1909,Vijay Jadav,25,M,Shivakumar,A1
1957,1910,Jagadish Salian,49,M,,A1
1958,1911,Madhu Nayaka,30,M,Prakash,A1
1959,1912,Prakash Rao,38,M,Omkar,A1
1960,1913,Md Hadimani,38,M,Nandish,A1
1961,1914,Usha Dodamani,32,F,Omkar,A1
1962,1915,Santosh Kodagu,39,M,Omkar,A1
1963,1916,Devaraj Salian,50,M,Ranganath,A1
1964,1917,Tanveer Kulkarni,30,M,Manjunath,A1
1965,1918,Nithin Hiremath,38,M,Santosh,A1
1966,1919,Yashwanth Hadimani,31,M,Ramesh,A1
1967,1920,Yogesh Acharya,21,M,Salman,A1
1968,1921,Naveen Badiger,53,M,Umesh,A1
1969,1922,Harish Iyr,29,M,Varun,A1
1970,1923,Balaji Belagavi,35,M,Umesh,A1
1971,1924,Arun Sharma,19,M,Pavan,A1
1972,1925,Thimmaiah Lamani,26,M,,A1
1973,1925,Krishna Doddamani,54,M,Uday,A2
1974,1925,Venkatesh Salian,43,M,Puneeth,A3
1975,1925,Shivakumar Sharma,40,M,Suresh,A4
1976,1926,Suresh Uppar,38,M,Hanumantha,A1
1977,1927,Sharath Kattimani,23,M,Sharath,A1
1978,1928,Karthik Badiger,34,M,Balaji,A1
1979,1929,Anitha Kattimani,45,F,Dinesh,A1
1980,1930,Ganesh Uppar,24,M,Pavan,A1
1981,1931,Vinay Patil,22,M,Thimmaiah,A1
1982,1932,Vani Kulkarni,21,F,Arun,A1
1983,1933,Waseem Iyer,18,M,Thimmaiah,A1
1984,1934,Suresh Shanbhag,38,M,Chetan,A1
1985,1935,Prakash Bandi,34,M,,A1
1986,1936,Sharath Talawar,55,M,,A1
1987,1937,Krishna Hiremath,54,M,Manjunath,A1
1988,1938,Santosh Nayaka,47,M,Abdul,A1
1989,1939,Imran Nayaka,33,M,,A1
1990,1940,Jagadish Murthy,23,M,Jagadish,A1
1991,1941,Jagadish Devdiga,19,M,Lokesh,A1
1992,1942,Varun Uppar,47,M,Lokesh,A1
1993,1943,Uday Wali,25,M,Nithin,A1
1994,1944,Rekha Mudaliar,19,F,Nandish,A1
1995,1945,Uday Acharya,54,M,Arun,A1
1996,1946,Prakash Nayaka,23,M,,A1
1997,1947,Uma Rai,54,F,,A1
1998,1948,Yogesh Rai,51,M,Yogesh,A1
1999,1949,Farhan Wli,41,M,Ganesh,A1
2000,1950,Basavaraj Kulkarni,24,M,Shivakumar,A1
2001,1951,Varun Pawar,32,M,Lohith,A1
2002,1952,Dinesh Kattimani,51,M,Ramesh,A1
2003,1953,Sushma Patil,33,F,Praveen,A1
2004,1954,Karthik Madiwalar,42,M,Vijay,A1
2005,1955,Shwetha Kamath,30,F,Naveen,A1
2006,1956,Kiran Chvan,32,M,Praveen,A1
2007,1957,Darshan Rao,24,M,Tanveer,A1
2008,1958,Chaitra Kumaar,27,F,D.,A1
2009,1959,Girish Hiremath,29,M,Yashwanth,A1
2010,1960,Puneeth Acharya,39,M,Chetan,A1
2011,1961,Thimmaiah Naik,35,M,Yashwanth,A1
2012,1962,Lakshmi Pujari,51,F,Balaji,A1
2013,1963,Anil Rai,48,M,Karthik,A1
2014,1964,Basavaraj Setty,29,M,Sandeep,A1
2015,1965,Omkar Murthy,50,M,Suresh,A1
2016,1966,Anil Salian,20,M,Nandish,A1
2017,1967,Sharath Kuar,31,M,Waseem,A1
2018,1968,Gopal Mallya,27,M,,A1
2019,1969,Santosh Deadiga,49,M,Puneeth,A1
2020,1970,Umesh Patil,45,M,,A1
2021,1971,Sunil Kulkarni,45,M,Imran,A1
2022,1972,Jagadish Kattimani,45,M,Varun,A1
2023,1973,Sunil Rao,19,M,Prakash,A1
2024,1974,Hanumantha Shetty,23,M,Salman,A1
2025,1975,Gopal Bandi,22,M,Arun,A1
2026,1976,Suresh Kodagu,44,M,Lokesh,A1
2027,1977,Sabiha Hiremath,43,F,Sunil,A1
